Height,Weight,Overall,pozicija
6'2,187,72,N
5'9,154,72,B
5'7,159,72,B
5'7,146,72,N
5'9,146,72,V
6'2,181,72,B
5'7,139,72,V
6'0,172,72,N
5'11,170,72,V
5'8,139,72,V
6'2,176,72,B
5'10,174,72,V
6'1,154,72,V
5'10,157,72,N
5'11,161,72,N
5'10,163,72,B
6'0,170,72,V
6'2,190,72,B
5'10,163,72,V
5'9,141,72,B
5'6,137,72,V
5'10,168,72,N
5'9,159,72,V
6'4,183,72,B
6'0,154,72,B
5'9,172,72,B
5'6,139,72,V
6'2,179,72,B
5'10,165,72,V
6'5,194,72,B
6'2,170,72,B
6'2,172,72,V
5'10,163,72,B
5'11,170,72,N
5'10,159,72,V
6'0,157,72,V
6'0,154,72,B
5'9,161,72,V
6'2,194,72,N
5'11,165,72,V
5'11,159,72,V
5'10,168,72,N
6'1,183,72,V
6'1,165,72,V
5'9,163,72,B
6'1,172,72,V
5'6,150,72,N
6'4,212,72,N
6'2,183,72,B
6'3,183,72,B
5'9,174,72,N
6'2,181,72,B
6'1,181,72,B
5'9,174,72,B
5'10,154,72,V
5'9,154,72,V
5'7,150,72,N
5'10,170,72,B
6'2,170,72,B
5'10,161,72,N
6'2,185,72,B
6'4,187,72,V
6'2,185,72,V
5'10,152,72,V
6'4,187,72,B
5'11,150,72,V
6'2,187,72,N
5'9,143,72,N
6'2,196,72,B
5'8,154,72,V
5'9,165,72,V
6'2,185,72,B
5'8,148,72,V
5'10,168,72,V
5'10,146,72,V
6'1,172,72,B
6'0,165,72,V
6'0,159,72,B
5'11,168,72,N
5'8,154,72,V
5'11,174,72,B
5'10,154,72,V
6'0,174,72,V
6'2,172,72,V
5'9,154,72,B
6'0,165,72,B
6'1,172,72,B
6'0,168,72,N
6'4,183,72,V
6'0,172,71,V
5'9,148,71,V
5'11,181,71,N
5'7,159,71,B
6'0,159,71,N
5'10,148,71,V
5'9,154,71,V
6'3,154,71,V
5'6,146,71,B
6'1,187,71,V
5'10,179,71,N
6'1,183,71,B
5'9,148,71,V
6'0,170,71,V
6'2,185,71,B
6'0,168,71,V
5'11,170,71,B
5'11,163,71,V
5'8,143,71,N
6'0,163,71,B
6'2,190,71,B
6'2,183,71,B
5'11,159,71,V
6'0,179,71,B
5'10,172,71,V
6'2,181,71,B
5'8,159,71,V
6'2,194,71,B
5'7,143,71,V
5'9,154,71,V
5'10,154,71,V
5'11,165,71,V
5'11,179,71,N
5'11,152,71,N
5'10,154,71,V
5'10,143,71,V
6'2,165,71,B
5'6,163,71,V
6'4,172,71,V
5'7,152,71,V
5'7,143,71,V
6'1,168,71,B
5'9,170,71,V
6'2,176,71,B
5'11,170,71,N
5'11,159,71,N
5'9,170,71,B
5'9,148,71,V
5'9,154,71,V
5'9,161,71,N
6'1,170,71,V
5'10,170,71,B
6'2,187,71,B
6'0,170,71,B
6'2,192,71,N
6'0,165,71,V
6'0,179,71,V
5'9,159,71,V
5'11,179,71,B
6'2,172,71,V
6'0,161,71,N
5'9,159,71,V
5'11,165,71,V
6'3,174,71,B
6'0,183,71,V
5'11,154,71,V
5'9,157,71,V
5'10,159,71,N
5'9,146,71,B
5'9,150,71,B
5'9,165,71,V
5'10,154,71,V
5'9,157,71,V
5'11,168,71,N
5'8,168,71,V
6'3,168,71,B
6'2,179,71,V
5'10,170,71,N
5'9,179,71,V
6'0,170,71,V
6'1,183,71,B
6'2,174,71,B
6'0,165,71,N
6'0,154,71,N
5'7,154,71,V
5'8,161,71,V
6'0,159,71,B
5'7,170,71,V
6'2,168,71,B
6'0,161,71,N
6'4,181,71,N
5'7,154,71,N
6'1,176,71,V
5'10,152,71,B
5'10,165,71,V
6'0,159,71,V
5'9,154,71,B
5'11,157,71,V
6'4,190,71,N
5'9,159,71,B
5'10,165,71,V
5'10,157,71,B
5'9,154,71,V
6'1,176,71,V
5'10,163,71,V
5'7,154,71,V
6'1,176,71,B
6'0,165,71,N
6'3,181,71,B
5'10,172,71,B
6'1,181,71,V
5'10,146,71,N
6'4,196,71,N
6'0,179,71,V
6'0,183,71,B
6'1,157,71,N
5'9,141,71,V
6'1,159,71,V
5'11,174,71,B
5'11,183,71,N
6'0,176,71,V
5'10,161,71,N
5'11,148,71,V
5'9,154,71,V
5'10,161,71,V
5'8,161,71,V
5'9,165,71,V
5'9,154,71,B
5'10,165,71,B
5'7,152,71,N
6'1,190,71,N
5'11,165,71,B
6'1,194,71,B
6'2,165,71,B
6'4,179,71,B
6'2,168,71,N
6'0,159,71,N
5'11,152,71,V
6'1,176,71,B
6'4,207,71,B
5'10,172,71,V
6'0,159,71,B
6'0,170,71,B
6'2,183,71,B
5'11,165,71,B
6'3,187,71,B
6'3,152,71,V
5'8,143,71,V
5'3,121,71,V
5'10,159,71,B
6'1,170,71,B
5'7,163,71,V
6'2,179,71,B
5'7,141,71,B
6'3,174,71,N
6'3,194,71,N
5'6,123,71,V
6'3,192,71,B
5'6,137,71,V
6'0,170,71,V
6'0,187,71,N
5'10,163,71,B
6'1,168,71,B
6'0,185,71,N
6'0,176,71,N
5'9,161,71,V
6'2,185,71,V
5'8,154,71,V
5'10,157,71,V
5'8,141,71,B
5'8,141,71,N
5'9,159,71,V
5'11,146,71,N
6'1,159,71,B
5'10,152,71,V
5'10,168,71,V
6'1,187,71,N
6'1,172,71,B
6'5,209,71,N
5'10,152,71,B
5'11,170,71,B
6'0,181,71,V
6'2,192,71,B
6'0,176,71,B
6'4,198,71,B
6'4,207,71,V
6'0,161,71,V
6'2,190,71,B
6'2,192,71,B
6'0,163,71,N
5'8,159,71,B
5'9,168,71,V
6'0,172,71,V
6'0,168,71,B
6'2,176,71,V
5'9,163,71,B
5'11,157,71,V
5'10,165,71,V
5'11,176,71,V
6'1,176,71,N
5'10,157,71,B
5'10,168,71,N
5'10,146,71,V
6'5,190,71,N
6'0,174,71,B
6'2,176,71,V
5'11,176,71,V
6'4,168,71,B
6'0,192,71,B
5'10,157,71,V
5'10,172,71,B
6'0,174,71,N
5'10,179,71,V
6'0,172,71,B
6'3,187,71,B
6'1,154,71,N
5'8,168,71,V
5'10,159,71,B
5'8,157,71,N
6'3,190,71,B
6'3,168,71,B
6'1,181,71,B
6'0,172,71,N
6'0,168,71,N
5'11,181,71,V
5'8,165,71,V
5'10,172,71,V
5'9,161,71,V
5'10,168,71,V
5'11,159,71,N
5'10,170,71,V
6'0,159,71,V
5'11,168,71,B
5'11,172,71,V
5'11,148,71,V
5'11,176,71,V
5'10,141,71,B
5'11,163,71,N
5'8,143,71,V
5'9,148,71,B
6'3,165,71,B
5'8,154,71,B
5'9,170,71,B
5'7,132,71,V
5'8,154,71,V
5'9,163,71,V
5'9,159,71,B
5'7,148,71,V
6'1,176,71,V
6'0,190,71,N
5'9,157,71,V
6'3,181,71,B
6'0,176,71,B
5'10,168,71,N
5'10,174,71,V
6'3,183,71,B
5'7,141,71,V
6'3,198,71,B
5'10,163,71,V
5'8,154,71,V
6'3,198,71,N
5'8,137,71,V
5'9,154,71,V
6'4,176,71,B
5'9,137,71,V
6'0,176,71,B
5'10,154,71,B
5'11,163,71,B
6'0,161,71,B
5'11,172,71,B
5'10,170,71,N
6'2,205,71,N
6'0,157,71,V
6'2,170,71,B
5'10,168,71,B
6'1,172,71,V
5'11,172,71,V
6'5,196,71,B
5'9,157,71,V
6'5,190,71,B
5'10,152,71,V
5'9,154,71,V
6'2,168,71,N
6'0,168,71,V
5'9,154,71,V
6'1,154,71,B
5'11,137,71,N
6'1,176,71,B
5'10,168,71,V
6'1,190,71,N
5'10,159,71,V
6'0,163,71,B
5'9,161,71,V
5'10,174,71,V
5'8,157,71,N
5'11,159,71,N
5'8,154,71,V
5'11,183,71,V
6'3,185,71,B
5'11,161,71,V
6'2,179,71,B
6'0,176,71,B
6'1,185,71,B
6'3,170,71,N
6'1,183,71,V
5'11,163,71,B
5'8,152,71,V
6'4,207,71,V
6'4,194,71,B
5'11,176,71,N
5'11,176,71,B
6'5,190,71,B
6'5,201,71,B
5'8,159,71,B
5'10,165,71,B
5'10,157,71,V
6'0,170,71,V
5'11,168,71,V
6'0,154,71,N
6'2,172,71,B
5'5,115,71,V
5'9,150,71,V
5'9,161,71,V
6'1,179,71,B
6'0,176,71,N
5'11,154,71,V
5'9,154,71,B
6'2,196,71,N
6'0,154,71,B
5'11,154,71,B
6'0,161,71,V
5'11,165,71,B
5'9,154,71,V
6'6,192,71,B
6'0,172,71,V
6'2,181,71,N
5'6,150,71,B
5'10,154,71,V
5'7,154,71,V
5'9,154,71,V
5'9,150,71,V
6'0,190,71,B
6'2,165,71,N
5'5,137,71,N
5'11,183,71,V
5'11,165,71,N
5'9,148,71,B
5'6,154,71,V
5'10,165,71,B
5'10,165,71,N
6'4,205,71,N
6'0,154,71,V
5'10,179,71,B
6'1,181,71,N
6'0,163,71,N
6'0,174,71,B
6'2,170,71,B
5'11,161,71,N
6'2,187,71,B
6'0,168,71,B
5'8,143,71,N
6'2,163,71,B
6'1,181,71,N
5'8,148,71,V
6'0,198,71,V
6'1,176,71,B
6'3,172,71,V
6'7,185,71,N
5'9,141,71,B
6'0,176,71,V
5'10,157,71,B
6'2,170,71,V
5'4,121,71,V
5'9,159,71,N
6'2,165,71,B
6'3,183,71,B
5'10,159,71,B
5'10,161,71,V
6'1,179,71,B
6'0,170,71,V
5'10,165,71,V
5'7,137,71,V
5'8,137,71,B
5'5,132,71,V
5'9,159,71,V
6'0,168,71,B
5'9,159,71,V
5'10,165,71,B
5'10,161,71,B
6'0,172,71,V
5'8,161,71,V
5'9,152,71,V
5'9,163,71,V
6'0,165,71,V
6'4,187,71,B
6'2,194,71,N
5'9,154,71,B
6'2,176,71,V
5'9,150,71,V
5'11,168,71,B
5'9,159,71,N
6'0,165,71,B
6'1,179,71,B
5'8,161,71,B
6'2,154,71,V
6'0,159,71,B
5'10,179,71,N
5'10,137,71,V
5'9,165,71,V
5'11,165,71,B
5'9,139,71,V
5'9,163,71,V
5'8,141,71,V
5'11,165,71,V
5'11,159,71,V
6'4,194,71,V
5'10,165,71,V
5'5,137,71,B
6'2,176,71,N
6'0,181,71,N
6'4,194,71,V
5'10,165,71,B
6'2,185,71,B
5'6,141,71,V
5'11,165,71,V
5'7,143,71,N
6'2,179,71,B
5'11,161,71,B
5'9,157,71,V
5'9,161,71,V
5'9,152,71,B
5'11,152,71,V
5'10,165,71,V
6'1,170,71,B
6'4,176,71,B
6'1,170,71,B
6'2,176,71,V
5'8,141,71,V
6'0,165,71,B
5'11,163,71,V
5'11,154,71,B
6'0,174,71,N
5'11,148,71,V
5'9,172,71,B
6'1,157,71,N
6'1,163,71,B
6'1,165,71,B
6'0,154,71,V
6'1,161,71,V
5'9,165,71,V
6'0,168,71,B
6'1,183,71,N
6'4,181,71,B
6'3,187,71,N
5'9,163,71,B
5'10,181,71,V
5'9,163,71,N
5'9,148,71,B
5'11,179,71,N
5'10,150,71,V
5'9,161,71,V
6'3,170,71,B
5'11,170,71,B
5'9,154,71,N
6'1,185,71,N
6'1,168,71,V
5'9,172,71,N
6'2,170,71,N
6'0,174,71,V
5'8,150,71,B
6'1,174,71,V
6'1,154,71,B
6'1,176,71,B
6'0,203,71,B
5'10,163,71,V
6'6,203,71,B
5'10,161,71,V
5'11,146,71,V
6'0,152,71,V
5'10,159,71,N
5'9,163,71,V
6'2,170,71,B
5'7,141,71,N
5'8,146,71,V
6'3,185,71,B
5'11,165,71,V
5'9,165,71,B
5'11,154,71,V
6'2,183,71,B
6'2,168,71,V
6'0,176,71,B
6'0,170,71,V
6'3,183,71,B
6'1,181,71,V
5'9,161,71,B
5'8,148,71,V
5'10,161,71,V
5'10,161,71,B
5'9,159,71,V
6'3,179,71,N
5'10,159,71,V
5'9,157,71,V
6'0,165,71,V
5'11,161,71,B
5'8,163,71,B
5'7,150,71,V
5'9,159,71,B
5'7,143,71,V
6'1,187,71,N
6'2,181,71,V
5'8,154,71,B
5'9,141,71,B
5'6,163,71,V
5'8,159,71,V
6'2,172,71,B
6'4,181,71,V
5'9,146,71,V
5'7,159,71,V
6'0,174,71,V
6'2,174,71,N
6'2,187,71,B
6'0,148,71,V
5'9,154,71,V
6'3,161,71,B
6'2,185,71,B
5'11,168,71,V
6'2,194,71,B
5'11,172,71,B
5'9,154,71,N
6'2,185,71,B
6'2,185,71,V
5'7,152,71,V
6'1,183,71,B
6'0,187,71,B
6'4,176,71,B
5'11,168,71,V
6'4,185,71,V
6'2,190,71,N
5'9,139,71,V
5'7,146,71,B
6'0,176,71,B
5'9,168,71,B
6'3,198,71,B
6'4,194,71,N
5'8,143,71,B
6'2,165,71,B
5'10,176,71,B
5'11,168,71,B
5'8,168,71,B
5'9,163,71,V
5'10,152,71,V
6'2,174,71,B
6'2,154,71,N
6'1,176,71,N
6'2,190,71,B
5'8,168,71,B
5'11,165,71,V
5'11,150,71,V
5'11,152,71,V
5'7,150,71,V
6'1,168,71,B
5'10,157,71,V
5'10,181,71,V
5'6,159,71,B
5'10,161,71,N
5'10,143,71,V
6'2,168,71,B
6'1,176,71,N
5'9,150,71,V
5'8,139,71,N
6'0,159,71,V
6'0,179,71,N
6'2,174,71,B
5'8,154,71,V
5'11,170,71,V
6'0,172,71,V
6'0,172,71,V
5'11,165,71,V
6'0,179,70,V
6'3,187,70,N
6'0,154,70,V
5'11,176,70,V
5'9,165,70,V
5'9,152,70,V
5'11,185,70,V
6'0,174,70,V
5'9,163,70,B
5'8,163,70,B
5'8,148,70,V
5'11,165,70,B
6'2,176,70,N
5'7,137,70,V
6'0,174,70,V
5'10,165,70,B
5'10,165,70,B
5'9,141,70,N
6'0,161,70,B
5'10,170,70,B
6'1,181,70,B
5'11,159,70,V
5'8,143,70,V
6'1,170,70,V
5'10,170,70,V
5'10,163,70,V
6'2,187,70,B
5'11,183,70,N
6'0,161,70,B
6'0,170,70,V
6'0,165,70,V
6'2,165,70,B
5'9,176,70,V
5'9,152,70,B
6'1,176,70,B
5'11,168,70,N
5'10,163,70,V
5'10,161,70,B
5'6,150,70,V
5'8,146,70,V
6'1,159,70,V
5'10,154,70,B
5'8,170,70,N
5'9,161,70,B
5'11,165,70,V
6'1,161,70,B
5'9,152,70,V
5'10,174,70,B
5'9,148,70,B
6'1,174,70,B
5'10,161,70,V
5'10,172,70,V
5'7,150,70,V
6'2,187,70,B
6'1,170,70,B
5'10,150,70,N
6'0,183,70,V
6'0,165,70,B
6'3,183,70,B
6'2,179,70,N
6'2,174,70,V
6'0,176,70,B
5'11,168,70,V
6'3,190,70,N
5'9,163,70,V
5'9,172,70,V
5'9,163,70,B
5'8,159,70,V
6'1,170,70,V
6'1,176,70,N
6'1,174,70,N
5'9,157,70,N
6'0,172,70,V
6'1,163,70,B
6'2,183,70,B
5'8,150,70,V
5'10,154,70,V
5'11,190,70,N
5'9,165,70,V
5'6,150,70,V
6'1,172,70,B
6'0,148,70,V
5'7,172,70,N
6'0,170,70,N
5'10,161,70,V
5'10,172,70,N
5'6,150,70,V
6'2,172,70,B
6'4,172,70,B
6'1,179,70,B
6'0,176,70,B
5'5,148,70,V
6'0,168,70,B
5'11,163,70,B
5'9,163,70,B
6'2,181,70,B
6'2,172,70,N
5'7,148,70,V
5'11,161,70,V
6'1,185,70,B
6'0,172,70,B
6'1,170,70,B
6'1,183,70,B
5'10,165,70,V
5'11,165,70,V
6'1,179,70,N
5'11,157,70,B
5'7,146,70,V
6'0,154,70,B
6'1,179,70,N
5'9,148,70,V
6'2,181,70,B
6'2,165,70,B
5'10,161,70,V
5'11,159,70,N
5'7,159,70,N
6'1,154,70,V
5'8,157,70,N
6'0,159,70,B
5'9,161,70,V
6'4,192,70,B
6'0,168,70,B
6'1,185,70,N
5'9,154,70,V
6'2,163,70,V
6'0,179,70,B
5'10,174,70,V
5'10,154,70,B
6'0,181,70,V
6'2,174,70,V
5'11,159,70,B
5'10,163,70,V
5'10,163,70,V
5'11,154,70,V
6'1,157,70,B
6'0,163,70,N
6'1,170,70,V
6'0,159,70,V
5'8,161,70,B
6'0,172,70,N
6'3,159,70,B
6'2,168,70,B
6'0,176,70,N
6'1,174,70,N
5'6,132,70,V
6'3,198,70,B
5'10,181,70,V
6'0,172,70,B
6'1,176,70,N
6'1,185,70,V
6'2,187,70,B
6'0,170,70,V
5'9,141,70,V
6'4,179,70,B
6'4,194,70,B
6'2,170,70,V
5'6,141,70,V
6'0,172,70,V
5'10,168,70,V
6'1,179,70,B
6'4,196,70,B
5'11,154,70,B
6'0,183,70,N
5'10,170,70,N
6'6,192,70,N
6'3,192,70,B
5'8,150,70,N
6'0,159,70,N
6'2,176,70,N
5'10,152,70,B
5'10,159,70,N
6'2,179,70,N
6'0,163,70,V
5'8,139,70,N
6'1,174,70,B
5'10,148,70,V
6'2,183,70,B
6'2,168,70,B
6'0,159,70,B
6'3,181,70,B
6'0,168,70,V
5'10,159,70,V
6'0,168,70,N
5'11,181,70,B
6'1,181,70,B
5'9,159,70,V
5'9,168,70,B
5'10,170,70,V
6'0,174,70,V
5'10,157,70,V
5'8,143,70,V
6'0,159,70,B
5'10,172,70,B
6'1,183,70,V
5'11,165,70,V
5'10,146,70,V
6'2,196,70,V
6'0,168,70,B
5'8,141,70,B
5'9,154,70,V
5'8,148,70,V
5'7,152,70,V
5'11,154,70,N
5'10,168,70,B
6'0,168,70,V
6'1,174,70,V
5'11,174,70,B
5'10,168,70,N
5'7,154,70,V
5'11,172,70,N
5'11,141,70,N
6'0,152,70,V
5'10,161,70,V
6'2,170,70,N
5'10,161,70,B
6'0,170,70,B
5'6,143,70,V
5'10,161,70,V
6'1,181,70,N
6'0,172,70,N
6'2,163,70,B
5'7,143,70,B
6'0,163,70,V
6'2,165,70,V
6'1,161,70,V
6'4,165,70,B
5'8,154,70,V
6'0,163,70,N
6'0,172,70,B
5'10,150,70,V
6'0,172,70,N
5'10,159,70,V
6'0,172,70,B
6'2,172,70,N
6'1,174,70,B
6'5,181,70,N
6'1,154,70,B
5'10,163,70,V
5'8,163,70,B
5'10,165,70,B
6'1,181,70,B
5'10,157,70,N
5'9,159,70,B
5'9,159,70,N
5'4,130,70,V
6'0,172,70,N
6'1,194,70,B
6'2,187,70,V
5'10,170,70,N
5'8,154,70,N
6'0,165,70,V
5'11,179,70,N
5'9,146,70,B
5'4,128,70,V
5'10,161,70,N
5'10,172,70,B
6'0,161,70,V
5'7,163,70,V
6'2,163,70,V
5'9,154,70,V
6'1,176,70,V
5'11,165,70,N
5'11,154,70,V
6'0,168,70,B
5'9,172,70,V
5'11,159,70,B
5'9,152,70,V
6'1,172,70,V
5'7,137,70,V
5'9,150,70,B
6'3,196,70,B
5'11,159,70,B
5'10,141,70,V
6'3,176,70,B
5'8,152,70,V
6'4,183,70,B
6'5,192,70,B
5'11,163,70,V
5'11,170,70,V
6'2,185,70,V
6'0,150,70,N
5'10,157,70,B
5'9,154,70,V
6'0,174,70,B
5'7,154,70,N
5'8,154,70,B
6'1,154,70,V
6'0,168,70,B
6'1,174,70,N
5'9,163,70,N
5'9,150,70,V
5'9,165,70,B
5'8,152,70,V
5'10,141,70,V
5'11,165,70,B
5'10,165,70,N
6'1,194,70,V
5'11,172,70,V
6'1,174,70,V
5'7,170,70,V
5'10,154,70,V
5'11,148,70,B
6'0,165,70,N
5'8,150,70,V
5'9,150,70,N
5'10,163,70,V
5'11,172,70,N
5'9,159,70,V
5'10,154,70,B
6'3,165,70,B
6'2,179,70,V
5'6,132,70,V
6'3,183,70,B
6'0,170,70,V
5'11,165,70,N
6'1,152,70,V
5'9,161,70,B
6'0,172,70,V
6'0,168,70,N
5'6,134,70,N
6'3,196,70,B
5'6,137,70,V
6'1,170,70,B
6'0,176,70,B
5'11,146,70,N
5'10,152,70,N
6'2,172,70,B
6'1,183,70,V
6'3,170,70,V
5'9,154,70,B
6'0,161,70,B
5'8,157,70,V
5'5,150,70,B
6'0,165,70,V
6'0,165,70,V
6'1,172,70,B
5'10,159,70,B
5'11,165,70,V
5'5,139,70,V
5'10,161,70,V
5'7,139,70,N
5'9,159,70,B
6'0,165,70,V
6'0,165,70,N
5'10,163,70,V
5'7,146,70,V
5'8,154,70,B
6'0,165,70,V
5'8,154,70,V
6'1,181,70,N
6'1,176,70,B
6'0,181,70,B
5'7,150,70,V
6'2,181,70,B
5'9,143,70,B
5'10,168,70,V
5'10,176,70,B
5'11,163,70,V
6'3,174,70,N
5'10,150,70,V
6'0,174,70,B
5'11,174,70,B
5'10,161,70,B
6'1,174,70,V
6'6,203,70,B
5'11,154,70,N
6'2,179,70,N
6'0,179,70,V
6'0,181,70,V
6'3,170,70,B
5'10,161,70,V
6'1,168,70,V
5'10,159,70,B
6'3,185,70,B
5'9,154,70,N
5'10,174,70,N
5'11,163,70,V
5'9,132,70,V
6'0,179,70,N
5'10,161,70,N
5'9,146,70,V
6'2,194,70,N
5'8,150,70,N
6'1,168,70,V
5'8,148,70,V
6'1,170,70,V
6'2,170,70,B
5'10,163,70,V
6'0,161,70,N
5'11,174,70,V
6'2,161,70,B
6'1,174,70,B
5'10,154,70,N
5'8,150,70,V
5'7,146,70,B
6'3,176,70,N
5'10,170,70,V
6'4,176,70,B
6'0,163,70,B
5'9,154,70,V
6'1,183,70,N
6'2,187,70,B
5'11,172,70,B
5'7,154,70,V
5'10,161,70,B
5'11,146,70,B
5'9,185,70,N
6'0,168,70,N
5'11,154,70,V
5'11,163,70,V
5'8,143,70,N
6'0,165,70,V
6'0,172,70,V
6'0,154,70,V
5'6,159,70,V
5'8,154,70,N
5'9,148,70,V
5'10,172,70,V
6'0,172,70,V
6'4,192,70,N
6'1,168,70,N
6'3,196,70,B
6'0,174,70,B
5'8,157,70,V
5'11,165,70,N
6'0,172,70,V
5'9,157,70,V
5'11,168,70,V
6'0,176,70,N
6'1,172,70,V
6'0,165,70,N
5'9,159,70,V
6'0,170,70,N
5'9,150,70,V
5'8,154,70,B
5'8,134,70,B
6'2,196,70,N
5'8,179,70,V
6'0,161,70,B
5'9,150,70,V
6'5,179,70,N
6'3,181,70,V
5'7,143,70,N
5'6,128,70,V
5'10,161,70,B
5'10,161,70,V
5'10,157,70,V
5'11,159,70,V
6'0,170,70,V
5'10,174,70,B
6'3,192,70,V
5'9,154,70,B
6'3,165,70,N
5'9,165,70,V
6'0,163,70,B
6'1,185,70,V
6'4,190,70,B
6'0,183,70,B
6'2,172,70,V
6'0,176,70,N
5'10,139,70,B
5'10,157,70,V
5'11,161,70,V
6'3,198,70,V
5'9,154,70,V
5'8,139,70,N
5'10,179,70,B
6'3,190,70,N
5'10,161,70,V
6'1,179,70,B
5'9,148,70,V
5'8,148,70,V
6'0,172,70,B
5'9,172,70,N
6'3,174,70,B
6'0,161,70,V
6'0,185,70,V
5'9,174,70,B
6'2,174,70,B
6'2,174,70,V
5'9,157,70,V
5'11,179,70,V
5'8,128,70,B
6'2,209,70,B
5'9,146,70,N
6'0,174,70,B
5'4,132,70,V
5'10,163,70,V
5'9,157,70,B
5'10,168,70,V
5'8,132,70,V
5'7,143,70,N
5'8,150,70,B
5'10,168,70,B
5'9,150,70,V
5'7,152,70,N
5'8,154,70,V
5'11,172,70,B
6'4,174,70,B
6'0,181,70,N
6'2,192,70,N
5'9,152,70,N
5'10,168,70,B
5'10,170,70,V
5'5,134,70,V
6'0,159,70,V
5'9,150,70,N
6'3,190,70,V
6'6,201,70,N
5'8,152,70,V
6'5,170,70,B
6'3,181,70,B
5'10,165,70,N
6'2,181,70,V
6'0,172,70,V
5'9,157,70,V
5'10,146,70,B
6'1,179,70,B
5'9,157,70,V
5'10,170,70,B
5'4,128,70,V
6'1,170,70,V
6'1,194,70,B
6'0,159,70,B
5'8,165,70,V
6'4,187,70,B
5'10,157,70,V
5'10,170,70,B
5'10,150,70,N
6'1,170,70,N
6'1,165,70,B
6'0,179,70,V
6'1,181,70,B
5'11,143,70,V
5'10,170,70,V
6'0,154,70,B
6'3,190,70,N
5'10,163,70,V
5'7,150,70,N
5'8,150,70,V
5'9,170,70,B
6'2,196,70,B
6'0,161,70,B
5'9,143,70,N
5'6,150,70,V
6'1,185,70,N
6'0,170,70,N
5'8,143,70,V
5'11,174,70,B
6'4,194,70,B
6'2,163,70,V
5'6,141,70,V
5'11,176,70,B
6'7,198,70,N
6'0,168,70,B
5'11,154,70,V
5'10,161,70,N
5'10,163,70,V
6'0,170,70,N
6'2,185,70,V
5'11,187,70,B
5'9,154,70,V
5'9,159,70,V
5'11,161,70,V
5'10,150,70,V
5'9,148,70,V
6'1,176,70,B
5'7,148,70,B
6'1,179,70,B
6'4,203,70,B
5'9,163,70,N
6'0,143,70,V
5'11,150,70,V
5'10,168,70,V
6'5,212,70,B
6'2,181,70,B
5'11,168,70,N
5'9,157,70,N
5'10,154,70,V
6'3,198,70,B
6'0,157,70,V
6'0,170,70,N
6'0,165,70,V
6'1,172,70,B
5'10,168,70,V
5'9,161,70,N
5'10,163,70,B
5'7,146,70,B
6'1,183,70,B
6'1,172,70,V
5'8,141,70,V
6'5,161,70,V
6'0,170,70,V
6'1,190,70,N
5'11,157,70,B
5'7,154,70,V
5'9,163,70,B
5'9,161,70,V
6'1,172,70,B
5'6,154,70,V
6'3,161,70,B
5'9,154,70,V
6'0,170,70,N
6'3,185,70,N
5'11,165,70,V
5'7,146,70,V
5'9,163,70,N
5'11,176,70,V
5'11,159,70,B
6'2,179,70,B
6'1,172,70,B
5'9,159,70,B
5'9,154,70,B
5'6,159,70,V
5'5,146,70,V
5'7,163,70,V
6'0,185,70,B
5'9,159,70,V
5'9,168,70,V
5'9,148,70,V
6'0,163,70,V
6'1,168,70,B
5'9,165,70,N
5'7,150,70,N
6'2,165,70,N
6'3,172,70,V
6'3,165,70,B
6'2,170,70,B
6'3,187,70,N
6'2,185,70,B
6'0,154,70,V
6'0,185,70,N
6'3,187,70,B
5'10,163,70,V
6'2,185,70,B
6'0,174,70,B
5'10,159,70,V
6'0,170,70,V
5'10,163,70,B
6'1,187,70,N
6'0,181,70,N
5'10,163,70,V
5'9,150,70,V
6'0,185,70,N
6'2,201,70,V
6'1,161,70,N
6'3,198,70,B
5'11,163,70,B
6'2,172,70,B
6'0,168,70,V
6'2,176,70,N
6'5,218,70,N
6'4,185,70,V
6'4,194,70,B
6'0,174,70,N
5'10,161,70,V
5'11,163,70,V
6'0,170,70,N
6'4,181,70,B
6'3,154,70,B
5'8,154,70,B
6'2,194,70,B
5'9,159,70,V
6'0,159,70,V
5'11,165,69,V
5'11,165,69,V
5'8,154,69,V
5'6,139,69,N
5'9,159,69,V
5'10,154,69,B
5'9,163,69,N
5'10,161,69,V
6'2,168,69,B
5'8,141,69,V
6'2,198,69,N
5'9,152,69,V
5'10,170,69,N
5'11,163,69,B
5'10,152,69,V
5'10,150,69,B
6'3,185,69,V
6'1,192,69,B
5'9,163,69,N
5'9,148,69,V
6'1,154,69,B
6'1,176,69,V
6'2,176,69,B
6'1,170,69,N
6'1,179,69,N
5'11,165,69,V
6'2,187,69,N
6'0,163,69,B
5'11,168,69,B
5'10,146,69,V
5'5,146,69,N
6'0,161,69,B
6'2,174,69,B
5'11,179,69,B
5'9,181,69,V
6'1,168,69,B
5'7,150,69,V
5'5,150,69,V
5'9,159,69,B
5'11,165,69,B
5'6,141,69,V
5'11,159,69,N
6'2,183,69,B
5'8,154,69,V
6'1,165,69,V
6'1,165,69,V
6'2,183,69,B
6'0,154,69,V
6'0,168,69,V
5'8,148,69,V
5'9,163,69,B
6'4,185,69,B
6'0,183,69,B
6'0,159,69,B
6'1,172,69,B
6'0,176,69,B
5'9,157,69,B
6'0,176,69,B
6'1,176,69,B
5'9,152,69,B
6'1,170,69,B
5'10,150,69,V
6'3,192,69,B
5'11,152,69,V
5'9,165,69,B
6'3,176,69,N
6'1,183,69,V
