Overall,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
66,45,45,45,43,43,43,43,43,41,41,41,44,43,43,43,44,56,54,54,54,56,59,65,65,65,59,31,17,65,31,40,30,27,30,29,48,74,78,71,62,35,35,80,69,84,25,70,65,53,39,33,57,57,69,67,14,8,6,6,12,B
66,44,44,44,38,39,39,39,38,39,39,39,40,45,45,45,40,54,57,57,57,54,57,65,65,65,57,30,30,60,54,20,31,22,23,41,43,50,41,48,56,66,50,83,62,88,26,51,68,35,27,34,63,62,70,69,14,9,11,8,8,B
66,56,56,56,60,59,59,59,60,60,60,60,62,62,62,62,62,65,63,63,63,65,64,62,62,62,64,67,40,52,64,50,56,40,66,59,59,71,68,71,63,71,63,70,80,70,61,66,62,57,70,48,60,58,65,65,11,6,7,15,14,B
66,51,51,51,50,51,51,51,50,52,52,52,52,56,56,56,52,60,63,63,63,60,61,65,65,65,61,36,44,62,67,35,49,38,33,62,62,52,61,57,61,55,48,70,70,72,40,59,59,35,41,38,58,66,69,68,15,7,10,10,13,B
66,47,47,47,47,46,46,46,47,47,47,47,50,49,49,49,50,59,59,59,59,59,61,64,64,64,61,47,21,64,61,40,44,43,36,51,52,71,72,62,60,56,48,76,54,69,25,68,60,38,33,39,49,70,64,64,11,8,15,13,9,B
66,40,40,40,41,42,42,42,41,47,47,47,45,54,54,54,45,55,63,63,63,55,56,64,64,64,56,29,19,60,64,24,45,31,25,62,55,34,38,35,59,50,34,58,57,73,26,65,65,23,58,30,70,67,68,65,5,12,7,6,13,B
66,47,47,47,39,42,42,42,39,41,41,41,40,45,45,45,40,53,57,57,57,53,57,65,65,65,57,22,30,70,40,25,28,30,47,35,58,49,38,60,72,50,62,68,67,82,37,54,64,31,30,40,49,70,63,66,9,7,14,10,12,B
66,60,60,60,62,61,61,61,62,61,61,61,63,60,60,60,63,65,62,62,62,65,65,63,63,63,65,65,51,57,66,51,59,50,45,51,64,77,77,70,65,67,52,56,75,76,61,66,57,60,53,59,49,60,63,64,11,10,9,13,11,B
66,53,53,53,51,51,51,51,51,51,51,51,52,53,53,53,52,60,60,60,60,60,61,64,64,64,61,49,40,62,58,41,53,40,55,51,58,57,60,60,55,54,57,61,67,81,48,63,62,43,39,36,58,60,69,68,8,6,16,8,14,B
66,56,56,56,55,56,56,56,55,57,57,57,57,61,61,61,57,61,65,65,65,61,62,65,65,65,62,49,49,61,68,48,55,54,49,67,64,55,52,57,68,61,62,49,63,69,46,72,67,47,50,50,63,65,66,64,11,14,12,13,12,B
66,43,43,43,52,48,48,48,52,49,49,49,55,51,51,51,55,64,58,58,58,64,65,59,59,59,65,66,23,44,53,28,51,28,28,45,55,75,76,71,61,66,25,64,76,43,26,49,64,46,39,34,57,70,65,67,12,6,16,13,9,B
66,53,53,53,60,59,59,59,60,61,61,61,62,63,63,63,62,65,64,64,64,65,64,60,60,60,64,54,28,43,68,48,62,63,38,64,65,78,76,76,66,85,58,69,72,45,45,67,64,55,63,50,51,58,68,64,10,7,16,10,9,B
66,47,47,47,45,44,44,44,45,44,44,44,46,46,46,46,46,56,57,57,57,56,59,64,64,64,59,25,34,68,53,25,44,25,25,44,52,71,77,61,51,48,34,82,71,82,25,65,61,29,29,38,46,61,65,63,6,10,10,16,13,B
66,59,59,59,65,63,63,63,65,64,64,64,67,65,65,65,67,66,64,64,64,66,64,61,61,61,64,70,48,50,67,47,68,45,35,64,72,72,70,73,57,52,56,70,84,71,54,54,58,64,64,46,66,68,59,56,6,7,12,13,6,B
66,45,45,45,42,42,42,42,42,43,43,43,45,48,48,48,45,55,59,59,59,55,57,65,65,65,57,46,28,62,62,30,33,30,43,59,52,55,54,36,51,61,46,91,53,79,34,78,58,31,29,49,49,67,65,63,10,6,8,6,8,B
66,51,51,51,54,52,52,52,54,54,54,54,57,57,57,57,57,65,64,64,64,65,65,65,65,65,65,63,22,57,63,42,59,66,36,61,62,67,65,64,64,60,55,67,71,71,37,67,67,45,44,45,59,65,66,65,14,9,8,15,7,B
66,43,43,43,33,37,37,37,33,37,37,37,36,45,45,45,36,52,59,59,59,52,55,65,65,65,55,26,23,71,59,32,14,27,50,35,49,31,33,46,56,36,67,46,66,91,27,63,70,22,37,40,55,60,66,62,15,12,15,14,7,B
66,58,58,58,60,59,59,59,60,57,57,57,61,57,57,57,61,64,59,59,59,64,64,60,60,60,64,64,45,65,67,29,62,41,67,47,64,69,68,63,68,66,60,54,63,36,33,57,61,67,36,46,53,60,67,64,11,10,9,11,10,B
66,50,50,50,56,53,53,53,56,55,55,55,60,59,59,59,60,65,63,63,63,65,65,62,62,62,65,67,28,55,63,24,59,35,33,64,63,69,73,61,59,58,30,57,80,71,29,64,65,55,49,36,58,60,64,62,7,9,10,8,15,B
66,43,43,43,41,41,41,41,41,42,42,42,44,48,48,48,44,55,59,59,59,55,57,65,65,65,57,25,21,64,52,27,41,24,29,51,50,52,65,44,64,41,32,46,65,86,24,80,63,27,34,37,65,62,65,60,9,5,9,6,8,B
66,60,60,60,61,60,60,60,61,60,60,60,62,59,59,59,62,64,62,62,62,64,64,63,63,63,64,64,53,58,63,55,62,53,35,56,60,74,76,69,56,67,56,68,76,75,44,59,61,63,56,44,60,65,64,62,10,10,15,9,10,B
66,49,49,49,49,48,48,48,49,49,49,49,52,53,53,53,52,62,62,62,62,62,64,66,66,66,64,57,31,65,63,37,34,44,34,53,58,70,69,69,69,62,54,75,62,71,33,72,71,30,42,46,46,52,68,69,10,11,11,16,9,B
66,48,48,48,52,51,51,51,52,52,52,52,54,54,54,54,54,61,61,61,61,61,62,64,64,64,62,48,26,59,57,17,57,51,36,49,59,62,70,61,58,63,35,76,73,74,28,63,67,50,48,33,61,64,65,63,14,9,9,10,7,B
66,53,53,53,51,52,52,52,51,52,52,52,53,55,55,55,53,60,61,61,61,60,61,65,65,65,61,51,42,67,60,43,49,52,50,53,50,60,63,42,62,55,63,61,71,77,47,73,66,40,55,59,70,62,65,62,8,8,8,6,13,B
66,61,61,61,66,63,63,63,66,64,64,64,66,62,62,62,66,65,63,63,63,65,64,62,62,62,64,69,50,51,63,41,72,61,60,62,66,77,77,91,59,82,69,76,76,68,55,67,58,66,57,42,53,67,62,59,15,8,12,9,11,B
66,52,52,52,58,54,54,54,58,54,54,54,58,52,52,52,58,63,58,58,58,63,64,62,62,62,64,62,38,57,55,35,61,36,35,36,58,77,81,79,60,70,29,58,64,57,35,63,61,59,42,42,52,64,68,67,11,15,9,7,10,B
66,57,57,57,55,56,56,56,55,56,56,56,56,58,58,58,56,61,62,62,62,61,62,65,65,65,62,41,52,65,59,49,55,59,56,57,63,55,70,66,65,70,67,64,72,80,46,48,59,39,56,48,62,67,70,63,12,6,9,14,10,B
66,54,54,54,58,57,57,57,58,57,57,57,59,58,58,58,59,64,62,62,62,64,65,64,64,64,65,58,32,52,62,29,64,51,46,54,62,74,70,63,56,70,65,64,64,60,58,60,66,57,48,49,46,69,70,72,13,13,15,13,8,B
66,48,48,48,41,44,44,44,41,43,43,43,42,46,46,46,42,52,57,57,57,52,55,64,64,64,55,34,35,68,44,48,37,26,48,50,48,49,50,50,60,57,75,86,43,77,36,72,72,27,46,54,53,67,59,59,11,11,14,12,15,B
66,59,59,59,62,60,60,60,62,60,60,60,62,60,60,60,62,65,62,62,62,65,65,63,63,63,65,66,54,60,61,49,61,54,56,59,59,73,76,74,59,67,59,72,72,62,53,69,65,61,59,50,59,63,65,64,15,7,12,14,7,B
66,47,47,47,51,48,48,48,51,49,49,49,54,54,54,54,54,63,63,63,63,63,64,66,66,66,64,57,29,64,58,23,50,28,50,63,57,63,69,67,63,63,28,81,80,73,30,70,64,41,35,38,49,67,67,64,15,13,13,7,10,B
66,52,52,52,52,51,51,51,52,51,51,51,54,53,53,53,54,63,61,61,61,63,64,65,65,65,64,42,25,60,59,39,53,28,35,54,57,83,85,79,62,69,67,78,77,75,39,67,61,36,38,36,46,64,66,67,14,16,11,8,11,B
66,56,56,56,64,60,60,60,64,63,63,63,65,63,63,63,65,65,63,63,63,65,64,62,62,62,64,74,50,53,64,45,68,74,78,68,67,75,73,80,56,86,35,75,67,59,63,72,61,56,62,44,65,64,62,64,14,15,15,15,9,B
66,47,47,47,43,43,43,43,43,42,42,42,45,47,47,47,45,55,58,58,58,55,58,65,65,65,58,30,38,66,40,17,40,18,28,55,43,60,64,57,64,66,50,72,66,78,25,69,67,34,37,47,70,64,68,66,11,12,12,11,10,B
66,47,47,47,47,47,47,47,47,48,48,48,51,52,52,52,51,58,61,61,61,58,61,65,65,65,61,33,28,66,64,27,46,33,30,63,47,78,80,46,53,53,42,84,65,81,27,53,60,32,44,43,60,67,69,63,9,11,6,13,8,B
66,38,38,38,33,34,34,34,33,34,34,34,37,41,41,41,37,53,55,55,55,53,57,65,65,65,57,23,18,78,50,27,25,30,22,44,31,60,56,42,44,61,39,70,77,66,17,78,53,28,28,34,44,69,74,71,7,13,8,11,8,B
66,47,47,47,45,45,45,45,45,46,46,46,47,50,50,50,47,56,60,60,60,56,58,64,64,64,58,43,32,70,63,41,40,45,49,50,50,51,54,58,63,56,52,52,59,79,37,68,57,21,45,44,59,68,66,61,16,15,8,10,15,B
66,46,46,46,52,48,48,48,52,50,50,50,56,55,55,55,56,65,63,63,63,65,65,65,65,65,65,64,25,63,62,30,57,35,31,59,62,64,62,52,61,67,25,59,85,66,27,70,62,39,35,37,48,71,65,66,9,6,12,7,13,B
66,46,46,46,47,47,47,47,47,50,50,50,50,56,56,56,50,58,62,62,62,58,59,64,64,64,59,56,20,69,62,17,45,34,40,59,59,38,33,56,52,61,39,74,71,72,42,68,66,58,47,31,59,60,66,66,15,6,13,16,16,B
66,54,54,54,52,51,51,51,52,50,50,50,53,53,53,53,53,61,60,60,60,61,63,64,64,64,63,55,50,65,58,35,52,39,33,54,54,64,65,62,60,61,53,72,71,76,49,60,64,36,34,51,62,59,69,68,15,8,12,13,15,B
66,56,56,56,57,55,55,55,57,57,57,57,58,59,59,59,58,64,65,65,65,64,65,66,66,66,65,64,50,63,64,58,53,26,34,60,63,66,63,65,68,61,63,70,68,70,55,75,63,33,54,42,58,67,69,64,13,14,13,12,16,B
66,38,38,38,36,36,36,36,36,37,37,37,38,42,42,42,38,52,56,56,56,52,56,65,65,65,56,28,17,66,43,18,34,25,28,42,41,46,52,51,63,59,31,82,54,74,19,71,65,21,37,29,68,68,66,67,16,12,8,7,6,B
66,55,55,55,59,58,58,58,59,59,59,59,61,61,61,61,61,64,63,63,63,64,64,65,65,65,64,62,27,52,58,22,61,53,45,57,64,73,72,71,59,70,61,76,75,73,60,80,61,66,61,25,63,60,70,67,6,13,6,8,15,B
66,46,46,46,43,44,44,44,43,44,44,44,45,49,49,49,45,55,59,59,59,55,56,65,65,65,56,48,24,66,59,33,41,44,32,52,53,37,36,55,57,49,48,78,54,77,33,82,62,47,31,22,55,66,64,62,11,14,12,10,10,B
66,56,56,56,49,52,52,52,49,49,49,49,50,51,51,51,50,55,58,58,58,55,57,64,64,64,57,31,50,69,48,47,51,54,49,49,56,55,64,35,62,45,56,56,62,91,51,71,69,47,38,55,57,62,58,56,14,8,16,8,11,B
66,44,44,44,40,41,41,41,40,40,40,40,43,45,45,45,43,55,57,57,57,55,58,65,65,65,58,31,26,65,58,31,41,34,30,35,44,50,60,31,57,39,40,61,64,85,28,65,59,27,28,44,58,66,70,65,15,14,13,9,10,B
66,50,50,50,56,53,53,53,56,54,54,54,58,56,56,56,58,64,60,60,60,64,64,61,61,61,64,67,37,52,57,35,58,36,29,52,61,69,68,71,60,71,33,76,77,56,39,53,67,50,49,37,60,62,64,65,15,9,10,15,7,B
66,51,51,51,49,49,49,49,49,49,49,49,49,52,52,52,49,56,58,58,58,56,57,65,65,65,57,55,39,67,53,40,47,57,42,45,48,43,45,56,62,59,59,85,55,78,46,75,63,49,55,58,65,66,63,63,13,8,9,16,6,B
66,61,61,61,67,65,65,65,67,66,66,66,68,63,63,63,68,64,60,60,60,64,63,55,55,55,63,66,48,48,67,43,73,63,59,57,72,87,89,79,58,78,62,53,74,49,48,61,56,66,61,57,68,53,55,54,11,8,8,9,6,B
66,56,56,56,56,56,56,56,56,57,57,57,57,59,59,59,57,62,63,63,63,62,63,65,65,65,63,55,46,63,60,51,56,60,59,58,60,67,63,59,65,60,60,61,64,67,61,69,66,45,55,49,70,65,68,66,6,7,16,13,6,B
66,40,40,40,37,38,38,38,37,39,39,39,40,47,47,47,40,55,61,61,61,55,57,65,65,65,57,32,25,67,54,19,32,33,40,53,52,32,32,50,65,54,38,32,65,74,21,69,67,23,29,47,57,70,69,64,7,16,6,10,10,B
66,42,42,42,38,39,39,39,38,39,39,39,40,44,44,44,40,55,58,58,58,55,58,65,65,65,58,24,21,62,52,29,31,27,24,38,44,55,61,63,50,68,52,75,77,83,33,65,66,24,32,41,55,64,69,67,5,6,7,14,8,B
66,58,58,58,61,60,60,60,61,61,61,61,62,62,62,62,62,65,65,65,65,65,64,64,64,64,64,69,41,55,65,53,64,70,68,65,64,66,65,66,64,68,63,57,64,70,55,70,64,60,59,46,66,67,65,65,14,12,7,11,13,B
66,53,53,53,58,56,56,56,58,57,57,57,60,59,59,59,60,65,63,63,63,65,65,63,63,63,65,65,31,52,64,45,61,68,49,61,65,73,74,70,64,73,52,72,67,67,50,62,60,49,48,65,56,68,66,64,10,8,12,14,7,B
66,55,55,55,51,53,53,53,51,53,53,53,53,56,56,56,53,56,61,61,61,56,56,64,64,64,56,56,47,59,56,55,56,46,65,62,58,36,47,33,53,67,72,70,55,87,53,80,61,51,56,62,69,67,64,55,9,8,8,9,10,B
66,43,43,43,37,39,39,39,37,40,40,40,40,46,46,46,40,52,58,58,58,52,54,64,64,64,54,28,26,66,54,33,31,41,36,46,51,36,37,30,55,29,49,64,67,86,31,76,60,27,34,42,54,63,65,62,7,13,15,14,10,B
66,56,56,56,60,58,58,58,60,58,58,58,60,58,58,58,60,64,61,61,61,64,64,63,63,63,64,69,41,57,60,56,64,68,67,54,63,67,68,70,57,76,64,75,68,59,56,62,58,55,55,58,62,69,68,68,10,9,8,14,11,B
66,50,50,50,51,51,51,51,51,54,54,54,54,58,58,58,54,62,64,64,64,62,63,64,64,64,63,47,32,62,67,41,47,34,35,58,55,65,62,71,68,64,52,68,76,72,43,67,71,32,57,45,51,56,66,62,8,10,14,15,10,B
66,48,48,48,47,47,47,47,47,46,46,46,49,49,49,49,49,60,58,58,58,60,62,65,65,65,62,38,33,56,44,35,44,36,44,42,49,72,70,58,59,63,54,81,78,75,35,56,60,38,44,47,57,65,78,73,14,14,9,7,10,B
66,57,57,57,60,58,58,58,60,59,59,59,62,59,59,59,62,65,61,61,61,65,65,61,61,61,65,63,47,59,62,49,62,45,46,55,60,78,79,78,57,68,56,70,79,60,41,50,64,55,56,45,61,60,64,63,15,10,10,11,7,B
66,46,46,46,43,43,43,43,43,43,43,43,45,46,46,46,45,57,58,58,58,57,59,65,65,65,59,40,33,71,54,35,40,30,30,45,55,55,61,54,50,52,52,71,63,72,25,60,58,21,34,38,57,75,68,65,13,10,10,5,7,B
66,55,55,55,57,55,55,55,57,56,56,56,60,59,59,59,60,65,64,64,64,65,65,66,66,66,65,67,34,70,62,33,62,54,40,62,61,62,69,48,63,45,53,61,80,83,40,74,64,52,51,42,59,62,66,61,7,9,15,11,8,B
66,62,62,62,63,62,62,62,63,61,61,61,64,59,59,59,64,64,60,60,60,64,64,60,60,60,64,55,56,58,66,52,65,56,49,60,67,89,90,63,61,59,71,58,68,63,45,41,54,49,47,55,56,60,64,62,8,7,5,10,13,B
66,51,51,51,50,50,50,50,50,50,50,50,51,53,53,53,51,59,60,60,60,59,60,65,65,65,60,51,39,61,52,35,52,32,22,52,54,55,60,54,58,55,66,71,61,78,58,70,65,33,52,36,49,65,68,65,10,8,8,7,11,B
66,59,59,59,60,59,59,59,60,59,59,59,61,60,60,60,61,64,63,63,63,64,65,66,66,66,65,65,45,70,63,43,65,32,44,59,60,65,68,64,62,56,63,85,70,76,57,62,63,52,58,51,53,59,70,68,6,14,12,10,10,B
66,53,53,53,56,54,54,54,56,55,55,55,58,56,56,56,58,64,61,61,61,64,64,64,64,64,64,61,31,58,59,41,59,58,37,49,61,72,70,67,64,83,58,73,71,68,49,71,67,48,46,46,61,60,63,67,15,10,12,10,11,B
66,57,57,57,55,57,57,57,55,58,58,58,57,61,61,61,57,60,64,64,64,60,61,65,65,65,61,37,42,58,68,35,50,40,43,64,63,61,69,63,64,61,66,70,68,81,50,62,65,56,58,34,64,61,64,63,8,7,11,8,10,B
66,50,50,50,47,47,47,47,47,47,47,47,50,51,51,51,50,60,61,61,61,60,62,65,65,65,62,36,29,63,58,32,41,46,29,62,49,76,76,57,63,52,54,75,75,80,49,68,62,34,29,52,49,67,64,63,13,14,11,10,12,B
66,53,53,53,59,56,56,56,59,56,56,56,61,57,57,57,61,66,60,60,60,66,65,58,58,58,65,67,35,40,61,57,59,61,25,58,68,74,87,77,65,85,58,48,87,58,49,56,54,44,37,29,63,60,61,63,9,7,10,15,5,B
66,61,61,61,62,61,61,61,62,61,61,61,63,61,61,61,63,67,64,64,64,67,67,65,65,65,67,54,51,54,64,53,59,54,60,61,61,90,92,73,63,65,65,71,79,73,53,67,66,57,54,46,60,64,66,65,8,12,16,10,6,B
66,53,53,53,51,53,53,53,51,54,54,54,54,59,59,59,54,59,63,63,63,59,60,65,65,65,60,36,43,62,63,39,58,33,60,66,58,50,64,43,57,40,67,71,70,79,55,70,65,32,57,44,62,62,63,65,13,15,8,6,14,B
66,56,56,56,60,58,58,58,60,58,58,58,62,58,58,58,62,64,61,61,61,64,64,63,63,63,64,62,30,63,59,35,67,48,37,53,64,74,82,70,57,78,56,63,72,62,31,76,63,67,53,41,50,59,61,65,9,15,6,15,7,B
66,55,55,55,54,53,53,53,54,53,53,53,56,55,55,55,56,62,61,61,61,62,63,64,64,64,63,59,34,68,61,54,52,51,35,59,55,74,76,73,62,66,68,76,67,75,42,66,65,44,47,53,66,60,65,60,15,6,13,8,6,B
66,63,63,63,62,62,62,62,62,60,60,60,62,58,58,58,62,64,60,60,60,64,64,63,63,63,64,65,57,60,57,54,64,53,51,53,59,74,84,77,61,63,78,73,74,69,58,65,58,58,56,52,63,65,63,63,13,7,12,8,9,B
66,61,61,61,63,62,62,62,63,62,62,62,64,61,61,61,64,65,61,61,61,65,65,61,61,61,65,57,48,56,61,39,66,61,29,55,63,89,83,69,61,71,71,67,84,73,59,54,57,60,57,34,65,63,63,60,7,6,11,7,8,B
65,52,52,52,63,59,59,59,63,62,62,62,63,60,60,60,63,65,60,60,60,65,64,60,60,60,64,68,28,51,64,22,67,40,34,39,68,79,74,78,59,75,24,63,62,55,51,51,66,68,68,36,62,60,64,60,7,10,9,11,5,B
65,56,56,56,60,58,58,58,60,58,58,58,61,59,59,59,61,64,61,61,61,64,64,61,61,61,64,65,39,58,62,38,61,62,58,57,62,76,76,68,61,70,58,76,75,64,51,58,59,53,54,53,58,62,62,61,12,15,15,13,13,B
65,56,56,56,60,58,58,58,60,58,58,58,61,56,56,56,61,64,59,59,59,64,64,61,61,61,64,70,47,48,57,43,54,37,30,49,65,80,76,80,53,69,61,71,71,60,49,72,53,61,54,35,54,68,62,70,12,12,12,15,14,B
65,47,47,47,45,46,46,46,45,46,46,46,47,51,51,51,47,56,61,61,61,56,58,64,64,64,58,27,27,62,58,28,51,26,37,57,55,59,53,37,62,38,52,67,67,77,39,71,65,29,32,43,46,61,64,63,11,7,14,14,14,B
65,53,53,53,57,55,55,55,57,58,58,58,59,60,60,60,59,64,62,62,62,64,64,62,62,62,64,64,29,64,64,48,61,65,41,62,62,66,67,67,66,66,67,70,67,66,64,50,63,33,64,65,65,63,63,63,15,8,11,11,14,B
65,42,42,42,39,39,39,39,39,38,38,38,39,42,42,42,39,53,54,54,54,53,57,63,63,63,57,35,25,66,37,33,29,31,37,36,43,54,55,60,59,50,47,57,55,70,36,60,62,31,38,44,46,68,72,69,11,12,6,12,15,B
65,62,62,62,64,63,63,63,64,63,63,63,65,64,64,64,65,64,62,62,62,64,63,60,60,60,63,64,54,55,63,56,62,63,63,62,61,74,73,77,65,67,65,76,89,68,67,61,58,66,65,60,48,56,59,56,8,9,9,9,12,B
65,56,56,56,55,56,56,56,55,58,58,58,56,60,60,60,56,57,62,62,62,57,57,63,63,63,57,44,50,60,64,58,59,53,28,57,62,51,45,61,63,44,51,68,52,81,53,73,66,51,65,45,68,60,60,58,10,15,10,11,10,B
65,52,52,52,54,53,53,53,54,53,53,53,56,55,55,55,56,63,61,61,61,63,64,64,64,64,64,56,38,55,58,37,56,32,31,52,58,68,71,58,61,60,57,66,70,77,41,62,61,39,51,34,60,61,72,70,10,14,8,15,16,B
65,39,39,39,35,37,37,37,35,37,37,37,38,43,43,43,38,52,56,56,56,52,54,64,64,64,54,28,23,63,46,24,34,24,30,36,48,37,34,39,53,48,41,76,72,81,24,80,59,25,34,37,52,64,67,65,12,13,13,7,13,B
65,50,50,50,49,49,49,49,49,50,50,50,52,56,56,56,52,63,66,66,66,63,64,69,69,69,64,54,25,67,66,35,53,33,31,60,63,40,40,49,63,64,60,74,61,69,31,64,74,48,35,38,72,74,76,70,6,12,6,9,6,B
65,48,48,48,49,48,48,48,49,49,49,49,50,53,53,53,50,58,59,59,59,58,59,64,64,64,59,56,22,65,54,30,53,42,27,50,53,44,50,57,63,49,56,71,59,75,48,66,63,44,51,36,59,65,65,64,10,14,13,15,9,B
65,40,40,40,39,38,38,38,39,41,41,41,43,49,49,49,43,56,61,61,61,56,58,64,64,64,58,41,22,62,66,22,23,29,26,58,49,54,42,43,58,44,34,71,66,78,21,69,63,26,33,37,49,63,66,62,8,5,8,13,15,B
65,41,41,41,38,39,39,39,38,38,38,38,40,43,43,43,40,53,55,55,55,53,55,63,63,63,55,34,20,63,44,34,36,29,33,39,47,44,47,37,63,40,40,61,57,81,24,65,59,31,30,41,48,66,67,64,9,11,7,12,14,B
65,62,62,62,62,63,63,63,62,62,62,62,62,62,62,62,62,64,64,64,64,64,64,64,64,64,64,51,52,55,61,55,68,67,59,59,66,75,66,70,68,66,72,70,70,64,69,67,66,60,52,52,63,66,68,62,8,12,7,8,14,B
65,53,53,53,56,54,54,54,56,53,53,53,58,54,54,54,58,64,60,60,60,64,64,63,63,63,64,67,24,61,62,24,60,60,30,46,64,72,71,53,55,57,60,66,64,69,35,60,65,58,40,40,52,64,65,62,14,6,9,6,12,B
65,52,52,52,48,49,49,49,48,49,49,49,50,52,52,52,50,57,59,59,59,57,59,64,64,64,59,34,41,66,53,44,43,35,30,57,56,66,73,56,57,57,55,77,66,80,46,66,62,33,44,39,53,62,62,60,8,10,14,11,7,B
65,45,45,45,45,43,43,43,45,43,43,43,46,46,46,46,46,55,56,56,56,55,57,63,63,63,57,53,34,65,59,30,38,46,31,49,39,63,61,60,58,61,35,82,48,78,32,78,56,35,31,44,56,62,63,62,16,13,10,7,6,B
65,47,47,47,50,48,48,48,50,48,48,48,54,53,53,53,54,64,60,60,60,64,63,61,61,61,63,68,21,57,62,27,55,28,28,52,58,60,60,57,59,53,59,70,82,70,20,48,64,35,37,43,53,60,65,64,8,13,13,8,6,B
65,42,42,42,38,39,39,39,38,40,40,40,40,46,46,46,40,52,57,57,57,52,54,64,64,64,54,46,34,69,52,33,43,42,25,47,39,22,26,43,52,52,48,58,55,77,26,66,63,29,41,45,52,67,69,66,8,6,16,12,11,B
65,51,51,51,56,53,53,53,56,56,56,56,57,57,57,57,57,63,62,62,62,63,63,64,64,64,63,59,24,49,58,63,45,55,34,53,61,67,86,83,62,83,47,79,63,78,54,76,64,52,65,47,62,60,65,66,14,16,8,13,16,B
65,58,58,58,64,62,62,62,64,63,63,63,66,62,62,62,66,64,61,61,61,64,63,58,58,58,63,65,46,46,62,41,68,55,67,66,66,79,83,75,62,77,54,64,69,60,42,47,63,65,62,49,62,59,60,57,12,16,9,9,10,B
65,61,61,61,63,63,63,63,63,63,63,63,64,63,63,63,64,64,63,63,63,64,64,61,61,61,64,58,55,50,67,61,65,64,68,63,67,76,67,78,65,81,68,79,74,56,66,58,64,59,52,45,63,60,61,63,10,7,7,9,16,B
65,50,50,50,47,47,47,47,47,46,46,46,49,50,50,50,49,58,60,60,60,58,59,64,64,64,59,46,42,67,59,28,43,37,31,46,59,52,54,47,60,41,56,48,66,79,30,64,62,26,37,39,58,62,66,62,8,14,10,6,8,B
65,40,40,40,40,39,39,39,40,43,43,43,44,50,50,50,44,55,60,60,60,55,57,63,63,63,57,34,19,63,62,18,32,24,19,60,50,52,49,63,54,62,40,85,72,77,13,60,58,22,45,17,60,63,66,64,13,10,8,9,11,B
65,42,42,42,41,41,41,41,41,41,41,41,43,45,45,45,43,55,56,56,56,55,57,63,63,63,57,31,17,59,50,26,39,28,23,37,45,58,59,50,59,64,38,79,66,78,24,60,64,38,33,38,45,57,71,65,15,10,13,12,7,B
65,60,60,60,65,63,63,63,65,65,65,65,65,63,63,63,65,64,61,61,61,64,63,58,58,58,63,66,50,52,64,61,66,71,64,61,68,79,75,82,68,79,62,78,70,56,65,52,57,55,66,46,72,57,59,59,9,13,7,9,11,B
65,51,51,51,58,54,54,54,58,56,56,56,60,58,58,58,60,64,62,62,62,64,63,61,61,61,63,67,37,48,68,33,62,32,31,60,66,71,68,62,52,71,34,64,73,65,33,58,57,55,40,42,52,66,65,64,16,12,7,15,11,B
65,41,41,41,42,42,42,42,42,45,45,45,46,52,52,52,46,56,61,61,61,56,57,63,63,63,57,42,22,66,53,19,57,20,18,62,52,31,42,39,53,62,35,49,67,73,26,74,64,23,52,29,66,60,69,65,8,6,7,12,11,B
65,57,57,57,58,58,58,58,58,58,58,58,60,60,60,60,60,64,63,63,63,64,64,62,62,62,64,61,39,61,62,32,60,46,59,59,61,73,72,68,66,62,72,48,77,67,45,68,62,50,56,52,50,60,65,59,15,8,13,11,9,B
65,58,58,58,62,59,59,59,62,59,59,59,63,59,59,59,63,64,62,62,62,64,64,61,61,61,64,57,47,52,64,44,65,55,32,61,63,84,85,80,63,70,54,75,75,67,38,66,64,59,43,41,64,55,61,60,9,9,15,9,9,B
65,50,50,50,46,47,47,47,46,48,48,48,48,52,52,52,48,55,59,59,59,55,58,63,63,63,58,34,48,72,57,48,40,29,21,55,48,52,57,52,55,46,49,67,73,79,34,65,56,32,53,33,60,60,65,66,11,11,10,7,8,B
65,45,45,45,43,43,43,43,43,44,44,44,46,50,50,50,46,56,59,59,59,56,59,63,63,63,59,34,25,63,58,25,30,33,30,56,48,60,67,71,53,63,51,84,79,84,20,61,60,38,41,35,53,62,64,62,6,9,10,12,8,B
65,56,56,56,61,58,58,58,61,59,59,59,63,60,60,60,63,64,61,61,61,64,64,61,61,61,64,69,41,55,58,44,65,66,69,64,60,81,74,74,60,76,50,71,76,71,48,61,60,58,59,49,64,61,63,60,13,16,16,8,13,B
65,46,46,46,49,46,46,46,49,47,47,47,51,49,49,49,51,61,59,59,59,61,62,63,63,63,62,56,23,60,57,23,47,36,29,42,53,68,74,61,62,59,46,80,72,73,25,63,62,34,37,30,61,65,64,62,12,7,12,12,6,B
