LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
67,67,67,63,63,63,63,63,60,60,60,61,56,56,56,61,54,51,51,51,54,53,53,53,53,53,63,68,75,50,71,67,54,43,48,61,62,69,65,67,55,76,67,66,75,61,66,44,66,55,61,59,38,41,43,12,11,16,13,8,69
64,64,64,68,67,67,67,68,67,67,67,68,63,63,63,68,56,53,53,53,56,54,47,47,47,54,66,60,52,73,57,73,60,60,66,73,79,78,70,61,72,65,57,55,57,59,39,35,63,60,62,55,44,40,39,14,13,6,8,6,69
63,63,63,69,67,67,67,69,66,66,66,68,58,58,58,68,52,47,47,47,52,48,39,39,39,48,63,63,43,64,59,73,68,52,52,68,91,90,88,61,81,67,58,79,47,58,74,25,62,60,42,66,32,14,22,13,11,14,10,8,69
67,67,67,65,66,66,66,65,64,64,64,63,56,56,56,63,48,45,45,45,48,46,42,42,42,46,48,68,63,62,57,67,42,37,45,65,81,82,76,63,63,73,82,63,75,66,39,29,65,55,62,62,17,29,19,8,15,10,6,13,69
68,68,68,69,68,68,68,69,67,67,67,69,61,61,61,69,57,53,53,53,57,56,51,51,51,56,55,69,61,66,65,75,57,45,62,70,89,94,83,56,67,67,69,74,70,60,49,23,64,59,52,58,43,45,50,10,9,9,10,7,69
66,66,66,67,67,67,67,67,66,66,66,67,61,61,61,67,52,50,50,50,52,50,44,44,44,50,61,62,61,63,63,70,60,53,63,65,84,83,77,69,75,75,70,68,48,64,67,24,64,65,63,66,37,33,23,16,10,10,11,11,69
68,68,68,68,68,68,68,68,66,66,66,66,56,56,56,66,48,43,43,43,48,44,39,39,39,44,55,72,59,63,65,71,42,44,34,70,77,74,81,67,76,68,68,69,59,56,62,17,72,59,51,69,33,15,14,13,15,6,16,8,69
67,67,67,65,66,66,66,65,64,64,64,64,58,58,58,64,54,51,51,51,54,52,50,50,50,52,54,67,67,65,52,66,65,36,38,69,74,82,68,64,53,72,60,69,73,54,58,39,65,60,60,70,44,33,29,9,11,5,7,9,69
67,67,67,68,68,68,68,68,68,68,68,67,62,62,62,67,55,52,52,52,55,52,48,48,48,52,60,67,59,67,52,73,46,40,57,70,79,78,75,62,68,73,65,67,71,67,54,36,65,65,44,68,34,35,33,9,12,7,8,16,69
68,68,68,66,66,66,66,66,64,64,64,65,57,57,57,65,51,47,47,47,51,48,45,45,45,48,62,67,65,62,70,68,55,54,49,66,74,76,74,66,72,77,80,74,75,67,70,19,65,54,65,63,25,26,29,10,11,10,14,9,69
61,61,61,69,67,67,67,69,68,68,68,68,62,62,62,68,54,48,48,48,54,50,37,37,37,50,61,59,37,64,54,76,71,72,60,75,85,79,86,70,87,68,43,68,32,65,33,31,54,65,63,61,22,31,29,7,15,6,12,5,69
68,68,68,68,69,69,69,68,68,68,68,67,64,64,64,67,55,56,56,56,55,53,52,52,52,53,53,71,55,66,58,76,57,48,60,70,72,74,68,60,60,72,55,70,74,66,58,41,68,69,61,68,57,41,28,10,6,9,8,7,69
68,68,68,68,68,68,68,68,67,67,67,68,62,62,62,68,51,49,49,49,51,47,43,43,43,47,69,68,61,62,64,72,73,68,56,68,75,71,74,66,70,76,72,79,64,64,80,32,69,70,69,65,22,22,13,15,13,10,6,14,69
66,66,66,69,68,68,68,69,68,68,68,69,66,66,66,69,64,61,61,61,64,62,55,55,55,62,67,63,47,67,51,73,75,74,69,67,80,75,71,65,72,74,50,68,62,73,48,68,73,61,59,70,37,54,58,11,10,10,9,11,69
67,67,67,62,64,64,64,62,62,62,62,61,58,58,58,61,45,46,46,46,45,43,43,43,43,43,57,72,75,58,65,61,67,67,62,64,50,52,58,64,74,75,59,52,74,66,63,25,75,63,78,77,25,20,30,14,12,9,8,11,69
68,68,68,66,68,68,68,66,66,66,66,64,59,59,59,64,47,45,45,45,47,45,41,41,41,45,40,71,70,68,56,63,44,39,42,71,79,76,77,66,64,61,85,65,64,55,32,30,73,62,64,67,25,18,17,13,10,7,9,10,69
66,66,66,69,68,68,68,69,68,68,68,69,64,64,64,69,55,53,53,53,55,53,47,47,47,53,73,66,56,68,58,70,72,53,64,69,73,74,67,68,68,68,51,64,66,63,51,31,68,68,60,67,33,42,32,9,8,7,12,12,69
67,67,67,62,65,65,65,62,61,61,61,60,55,55,55,60,45,42,42,42,45,43,40,40,40,43,39,72,69,62,64,58,54,39,36,67,67,66,65,64,65,69,86,71,66,64,35,20,73,51,74,67,25,21,22,14,13,12,8,14,69
63,63,63,68,66,66,66,68,65,65,65,67,57,57,57,67,52,44,44,44,52,49,39,39,39,49,61,56,62,63,52,72,48,44,43,69,86,90,90,65,89,63,64,69,45,48,34,21,65,61,60,64,21,32,26,9,7,9,15,9,68
66,66,66,68,68,68,68,68,67,67,67,67,60,60,60,67,51,47,47,47,51,48,41,41,41,48,59,62,52,63,63,75,49,47,53,70,78,76,73,70,70,74,46,62,61,66,44,27,66,62,57,69,22,28,30,9,14,9,15,12,68
67,67,67,69,68,68,68,69,66,66,66,68,60,60,60,68,53,49,49,49,53,50,44,44,44,50,63,74,47,67,60,73,54,43,57,67,90,87,78,53,71,70,60,70,70,55,61,31,67,58,67,60,26,30,31,16,13,16,6,15,68
67,67,67,61,64,64,64,61,61,61,61,59,54,54,54,59,42,42,42,42,42,40,40,40,40,40,38,76,69,60,52,62,47,42,37,64,61,58,67,61,70,70,69,65,70,65,57,19,70,53,70,68,30,17,15,13,7,12,11,14,68
67,67,67,65,65,65,65,65,63,63,63,64,56,56,56,64,48,44,44,44,48,46,41,41,41,46,56,71,61,62,52,65,63,65,45,64,80,73,67,65,61,72,72,69,72,64,34,18,64,57,64,61,44,18,17,14,11,6,11,13,68
66,66,66,54,60,60,60,54,56,56,56,53,54,54,54,53,41,46,46,46,41,41,45,45,45,41,28,69,80,65,65,39,33,26,52,66,44,52,40,65,50,72,71,62,83,64,63,25,74,41,73,50,27,23,20,10,8,6,6,12,68
63,63,63,68,66,66,66,68,65,65,65,67,60,60,60,67,58,53,53,53,58,56,49,49,49,56,59,63,46,60,55,72,47,44,53,70,91,91,91,55,85,72,70,71,48,59,56,45,61,61,51,58,44,47,37,9,7,8,8,9,68
67,67,67,64,66,66,66,64,63,63,63,63,59,59,59,63,54,53,53,53,54,52,52,52,52,52,45,69,64,57,56,64,49,47,42,64,72,70,74,70,73,66,55,80,70,55,83,38,75,63,62,65,50,38,33,14,7,15,14,10,68
67,67,67,67,67,67,67,67,65,65,65,67,59,59,59,67,56,52,52,52,56,55,51,51,51,55,62,69,62,58,66,72,68,31,51,66,88,85,75,59,58,67,62,72,69,53,67,36,66,62,70,66,34,50,38,7,12,13,12,13,68
66,66,66,69,68,68,68,69,68,68,68,67,60,60,60,67,48,44,44,44,48,45,36,36,36,45,59,72,58,69,61,69,57,58,48,74,74,68,80,61,87,63,55,59,45,64,35,23,72,66,65,51,19,23,22,8,11,10,13,9,68
64,64,64,68,66,66,66,68,65,65,65,67,59,59,59,67,55,51,51,51,55,53,47,47,47,53,65,63,53,60,57,69,61,64,50,70,80,85,80,62,63,60,58,67,63,58,56,43,69,62,53,68,42,32,28,15,6,12,12,10,68
66,66,66,65,66,66,66,65,65,65,65,63,58,58,58,63,47,45,45,45,47,45,41,41,41,45,43,64,62,59,64,66,54,57,54,65,83,80,81,68,73,68,78,60,70,59,46,31,68,63,66,68,24,16,22,9,11,8,13,6,68
67,67,67,64,65,65,65,64,62,62,62,62,56,56,56,62,49,46,46,46,49,47,45,45,45,47,56,64,67,60,65,69,50,60,40,64,67,68,81,64,65,75,77,66,73,61,60,24,70,55,69,70,15,38,34,14,6,13,7,14,68
66,66,66,61,64,64,64,61,61,61,61,60,57,57,57,60,44,45,45,45,44,41,41,41,41,41,65,74,67,57,83,58,80,70,58,64,33,54,29,70,63,68,74,38,67,67,44,33,75,67,86,72,32,15,16,11,6,12,10,9,68
67,67,67,63,64,64,64,63,62,62,62,61,55,55,55,61,43,41,41,41,43,41,38,38,38,41,47,72,69,57,67,67,49,41,46,65,69,70,65,64,62,70,72,62,70,69,47,19,63,53,66,63,14,18,13,11,9,12,7,14,68
67,67,67,66,67,67,67,66,67,67,67,64,64,64,64,64,56,58,58,58,56,55,58,58,58,55,72,68,70,70,74,67,55,54,63,72,50,50,68,63,79,75,71,34,60,73,65,51,70,67,70,68,58,51,46,8,11,14,14,10,68
61,61,61,67,65,65,65,67,65,65,65,66,58,58,58,66,53,47,47,47,53,49,41,41,41,49,70,58,39,64,61,73,62,44,42,69,81,77,77,62,70,60,49,58,53,60,33,34,63,63,61,62,44,29,21,10,12,14,11,10,68
66,66,66,65,65,65,65,65,64,64,64,65,62,62,62,65,56,56,56,56,56,54,52,52,52,54,63,61,64,66,62,66,69,67,58,64,71,77,67,64,68,77,74,76,79,67,66,52,64,62,59,61,34,44,22,8,7,6,10,16,68
66,66,66,63,65,65,65,63,63,63,63,62,56,56,56,62,44,41,41,41,44,41,37,37,37,41,47,71,68,62,68,66,66,61,39,68,63,69,61,60,60,63,64,66,73,68,31,18,66,61,68,65,19,15,16,7,9,12,14,9,68
66,66,66,61,64,64,64,61,60,60,60,59,54,54,54,59,49,46,46,46,49,48,45,45,45,48,36,75,61,50,60,62,61,44,38,63,73,73,75,61,68,67,71,71,66,47,46,44,75,52,52,68,23,40,26,14,13,12,14,12,68
66,66,66,68,67,67,67,68,66,66,66,66,61,61,61,66,55,52,52,52,55,52,49,49,49,52,57,65,55,64,62,70,49,59,46,69,78,79,82,68,71,65,42,68,70,64,75,39,67,64,60,65,29,41,31,12,10,14,10,14,68
67,67,67,68,68,68,68,68,66,66,66,68,61,61,61,68,58,54,54,54,58,56,50,50,50,56,62,61,54,61,58,68,47,60,47,67,92,94,73,64,78,72,41,80,73,58,71,37,70,68,63,62,38,42,39,10,10,15,9,11,68
67,67,67,64,65,65,65,64,62,62,62,63,56,56,56,63,52,50,50,50,52,51,51,51,51,51,50,68,67,58,71,65,52,37,47,67,75,81,74,58,81,65,83,68,68,53,82,31,73,51,69,60,34,44,33,6,16,15,8,9,68
63,63,63,68,66,66,66,68,66,66,66,67,60,60,60,67,53,51,51,51,53,51,47,47,47,51,66,57,49,69,45,75,35,34,59,72,78,85,71,63,70,61,53,42,60,53,70,32,64,58,41,61,41,33,31,9,8,11,16,14,68
67,67,67,68,68,68,68,68,68,68,68,69,64,64,64,69,54,52,52,52,54,51,45,45,45,51,61,65,66,68,59,67,56,49,65,71,75,79,75,68,57,62,68,82,70,53,52,31,70,68,66,54,32,23,26,14,15,6,10,12,68
67,67,67,63,65,65,65,63,62,62,62,61,53,53,53,61,46,43,43,43,46,43,42,42,42,43,44,70,60,58,55,69,47,32,34,66,75,77,67,62,68,70,74,65,85,59,56,23,65,51,61,61,34,14,15,15,15,9,13,11,68
66,66,66,63,63,63,63,63,59,59,59,59,48,48,48,59,42,36,36,36,42,41,37,37,37,41,42,73,62,48,66,66,41,34,28,68,81,80,81,60,68,71,78,49,68,54,25,17,63,44,58,63,21,21,19,7,7,11,7,7,68
66,66,66,59,63,63,63,59,58,58,58,56,51,51,51,56,40,39,39,39,40,38,38,38,38,38,36,71,73,54,63,62,61,56,30,66,57,51,57,64,60,74,69,61,69,65,54,17,71,47,64,53,17,18,15,8,13,14,8,15,68
67,67,67,67,67,67,67,67,67,67,67,67,63,63,63,67,51,51,51,51,51,47,44,44,44,47,72,67,60,65,69,69,72,74,65,69,63,62,68,67,66,74,67,58,71,71,70,49,68,71,65,67,17,22,18,13,14,13,15,13,68
66,66,66,63,63,63,63,63,61,61,61,62,57,57,57,62,50,50,50,50,50,48,48,48,48,48,58,66,63,59,62,61,70,45,57,59,70,79,62,66,44,77,70,65,86,65,78,36,62,60,67,67,30,27,25,8,9,14,6,13,68
66,66,66,63,64,64,64,63,63,63,63,62,56,56,56,62,46,44,44,44,46,44,41,41,41,44,50,70,72,65,50,65,60,40,50,63,68,67,65,65,62,68,72,65,63,67,38,13,65,54,72,62,45,20,17,15,5,8,6,11,68
67,67,67,67,67,67,67,67,67,67,67,66,62,62,62,66,55,54,54,54,55,53,50,50,50,53,53,70,54,66,65,67,62,59,60,66,79,77,82,65,79,67,77,73,68,63,55,35,69,63,49,62,62,32,27,14,12,16,14,14,68
65,65,65,67,66,66,66,67,66,66,66,67,62,62,62,67,55,53,53,53,55,52,49,49,49,52,62,63,60,64,41,71,52,47,62,69,77,79,78,62,69,60,75,67,72,52,51,47,73,59,61,67,30,39,25,13,16,10,8,14,68
67,67,67,59,62,62,62,59,58,58,58,57,50,50,50,57,40,38,38,38,40,38,38,38,38,38,31,69,73,50,72,62,42,26,34,66,63,69,64,63,55,68,74,62,75,57,46,12,73,42,65,66,22,14,14,6,12,15,13,8,68
67,67,67,66,67,67,67,66,65,65,65,65,59,59,59,65,49,46,46,46,49,46,40,40,40,46,65,73,61,62,71,63,66,53,51,68,70,68,70,67,77,67,75,65,60,60,55,34,71,66,83,74,19,21,14,8,7,6,6,16,68
66,66,66,59,62,62,62,59,58,58,58,56,51,51,51,56,42,41,41,41,42,40,41,41,41,40,39,73,71,55,68,61,48,31,34,67,49,55,52,66,41,70,62,55,82,57,49,24,68,47,62,63,20,17,25,10,11,14,13,9,68
67,67,67,61,64,64,64,61,60,60,60,59,53,53,53,59,44,41,41,41,44,42,40,40,40,42,38,67,71,49,52,61,51,48,40,69,67,69,57,71,63,71,81,66,68,59,36,18,73,49,70,58,32,17,17,10,11,6,9,12,68
67,67,67,62,64,64,64,62,62,62,62,60,55,55,55,60,44,44,44,44,44,43,42,42,42,43,43,66,70,60,67,63,54,48,50,65,65,68,64,66,52,70,69,55,79,65,40,22,69,53,56,48,24,23,20,13,16,11,16,9,68
66,66,66,62,63,63,63,62,61,61,61,60,54,54,54,60,45,44,44,44,45,43,44,44,44,43,56,69,66,61,68,62,47,55,46,67,60,68,59,59,52,76,70,37,76,62,33,20,65,55,66,55,52,28,16,6,16,7,11,15,68
62,62,62,67,66,66,66,67,66,66,66,68,63,63,63,68,60,56,56,56,60,59,51,51,51,59,64,68,46,67,51,75,54,56,66,67,78,88,67,55,71,59,56,69,46,52,51,37,62,62,50,66,50,59,51,7,8,8,8,15,68
67,67,67,66,66,66,66,66,64,64,64,64,55,55,55,64,48,44,44,44,48,45,42,42,42,45,46,68,66,56,58,72,48,47,43,66,85,90,87,58,75,65,77,77,67,63,78,20,64,57,61,58,32,17,16,14,9,5,10,10,68
67,67,67,63,64,64,64,63,60,60,60,61,56,56,56,61,51,48,48,48,51,49,48,48,48,49,50,69,65,57,64,63,34,27,39,62,72,75,66,64,59,68,71,78,79,61,59,38,70,50,60,67,21,44,22,10,16,11,14,9,68
65,65,65,67,66,66,66,67,66,66,66,67,65,65,65,67,61,59,59,59,61,60,56,56,56,60,68,55,67,67,64,65,69,48,62,67,72,74,68,71,68,70,60,68,58,69,63,59,70,67,57,62,41,52,46,8,7,14,15,14,67
63,63,63,67,66,66,66,67,65,65,65,66,61,61,61,66,56,54,54,54,56,54,49,49,49,54,68,70,32,70,55,68,54,46,68,70,73,71,56,60,78,65,59,52,63,67,46,31,68,50,66,65,49,51,45,9,11,10,8,8,67
66,66,66,67,68,68,68,67,67,67,67,66,62,62,62,66,48,47,47,47,48,45,40,40,40,45,53,70,62,64,51,74,61,34,62,72,65,65,77,69,76,62,74,71,60,60,44,17,67,66,66,64,38,17,18,14,13,7,13,10,67
65,65,65,60,63,63,63,60,61,61,61,59,54,54,54,59,43,42,42,42,43,41,40,40,40,41,39,65,73,60,71,67,39,35,38,67,63,56,59,59,67,72,69,63,69,62,58,23,63,58,59,65,17,17,26,9,10,15,11,6,67
63,63,63,66,65,65,65,66,65,65,65,66,61,61,61,66,55,52,52,52,55,52,46,46,46,52,66,62,52,65,58,68,70,67,58,65,74,79,72,65,72,68,62,64,56,60,44,47,65,64,65,60,41,33,25,11,6,13,15,14,67
65,65,65,66,66,66,66,66,66,66,66,66,61,61,61,66,50,49,49,49,50,47,43,43,43,47,65,64,58,67,65,67,74,75,59,71,69,66,71,65,77,69,62,68,72,71,53,20,64,65,66,77,38,22,21,6,12,9,16,13,67
66,66,66,63,64,64,64,63,61,61,61,62,53,53,53,62,47,43,43,43,47,45,43,43,43,45,58,68,72,58,59,68,43,31,35,70,67,69,55,56,30,66,67,63,77,56,55,19,63,54,55,64,25,28,22,12,9,14,11,9,67
61,61,61,67,64,64,64,67,64,64,64,66,58,58,58,66,53,48,48,48,53,50,42,42,42,50,66,59,44,62,51,72,54,35,57,66,91,87,85,63,75,60,50,59,58,49,54,34,58,58,56,60,31,31,24,10,6,14,11,9,67
66,66,66,66,66,66,66,66,65,65,65,66,59,59,59,66,51,50,50,50,51,47,45,45,45,47,56,61,51,67,80,69,45,52,53,70,76,74,91,67,78,69,85,79,79,57,79,27,68,55,64,63,31,17,22,11,12,15,13,9,67
66,66,66,65,66,66,66,65,65,65,65,64,64,64,64,64,59,59,59,59,59,58,57,57,57,58,60,68,59,68,63,66,73,65,59,67,58,68,65,65,66,73,63,68,69,68,72,52,65,65,69,65,34,58,53,10,16,14,14,16,67
65,65,65,66,66,66,66,66,65,65,65,64,56,56,56,64,47,44,44,44,47,44,40,40,40,44,55,65,53,57,48,71,54,51,44,70,81,76,80,63,73,67,65,56,60,57,57,26,68,62,70,66,42,14,12,10,8,6,14,8,67
66,66,66,65,66,66,66,65,64,64,64,64,60,60,60,64,52,51,51,51,52,50,47,47,47,50,59,67,57,60,64,67,62,61,54,68,75,69,72,66,69,73,68,70,68,67,72,33,62,63,70,61,32,32,30,16,15,9,16,9,67
66,66,66,62,63,63,63,62,60,60,60,61,51,51,51,61,44,41,41,41,44,42,40,40,40,42,56,65,71,60,68,64,57,50,35,65,69,68,67,64,56,68,77,56,74,44,46,13,70,50,68,69,40,13,12,13,9,12,15,10,67
65,65,65,66,66,66,66,66,65,65,65,64,58,58,58,64,54,51,51,51,54,52,48,48,48,52,48,71,46,59,56,67,55,41,42,69,79,77,80,59,78,64,65,75,62,66,48,33,69,63,52,62,59,37,33,6,11,11,7,14,67
65,65,65,63,63,63,63,63,61,61,61,62,58,58,58,62,52,49,49,49,52,50,46,46,46,50,58,67,68,57,64,60,47,49,57,65,73,66,60,65,59,61,59,66,71,59,46,40,70,56,52,55,19,36,37,9,11,13,6,7,67
62,62,62,67,65,65,65,67,65,65,65,67,61,61,61,67,54,51,51,51,54,50,43,43,43,50,68,60,42,62,40,72,68,67,57,65,76,75,73,68,74,60,51,70,67,58,55,54,64,67,59,64,38,14,21,14,6,7,15,13,67
65,65,65,66,65,65,65,66,64,64,64,67,59,59,59,67,56,51,51,51,56,54,47,47,47,54,57,61,61,59,59,67,61,54,55,61,93,93,83,64,67,65,80,91,67,60,61,32,65,59,62,65,44,28,29,7,12,12,16,11,67
63,63,63,66,66,66,66,66,66,66,66,66,60,60,60,66,49,46,46,46,49,45,38,38,38,45,63,65,43,65,52,72,53,43,55,70,68,69,65,63,70,69,45,59,61,58,40,20,67,66,57,71,22,30,23,13,8,10,8,9,67
66,66,66,66,67,67,67,66,66,66,66,66,63,63,63,66,58,56,56,56,58,56,52,52,52,56,60,62,52,64,49,61,64,50,61,63,80,83,73,71,68,73,75,72,74,64,61,47,72,69,57,60,27,52,39,6,10,8,9,12,67
66,66,66,67,67,67,67,67,65,65,65,65,56,56,56,65,49,44,44,44,49,46,39,39,39,46,50,66,53,64,61,69,55,50,51,69,88,90,86,55,85,68,80,65,56,63,41,22,71,50,62,62,39,18,16,12,8,7,13,11,67
66,66,66,64,64,64,64,64,62,62,62,61,53,53,53,61,48,44,44,44,48,46,44,44,44,46,45,65,63,58,66,68,67,40,37,63,85,82,85,62,69,69,70,62,70,65,56,33,62,49,54,59,34,21,20,10,11,14,7,13,67
66,66,66,63,64,64,64,63,63,63,63,61,57,57,57,61,44,45,45,45,44,42,42,42,42,42,46,66,70,56,62,68,70,69,61,69,69,66,65,58,63,72,75,51,71,67,50,25,65,58,80,61,28,24,17,8,6,11,15,8,67
66,66,66,66,65,65,65,66,62,62,62,64,54,54,54,64,52,44,44,44,52,49,41,41,41,49,63,67,63,56,52,66,47,40,39,64,85,87,83,63,79,65,73,71,62,56,32,35,69,48,66,62,24,26,23,14,7,6,13,10,67
66,66,66,66,66,66,66,66,66,66,66,65,62,62,62,65,54,53,53,53,54,51,50,50,50,51,61,65,58,68,58,66,60,38,62,68,66,70,66,66,69,70,80,61,79,67,53,34,66,69,50,65,48,31,35,6,10,15,13,12,67
65,65,65,61,63,63,63,61,61,61,61,60,59,59,59,60,52,52,52,52,52,52,52,52,52,52,49,66,66,61,65,59,44,46,52,67,61,65,62,62,54,76,66,68,83,58,65,35,63,61,64,61,24,47,48,8,11,10,11,10,67
65,65,65,69,69,69,69,69,69,69,69,69,64,64,64,69,59,56,56,56,59,55,50,50,50,55,64,66,52,64,64,72,52,66,56,71,74,72,86,71,92,73,74,79,31,65,85,48,68,71,67,74,55,34,29,13,15,12,9,11,67
66,66,66,67,67,67,67,67,67,67,67,66,59,59,59,66,47,45,45,45,47,44,39,39,39,44,56,64,52,63,63,69,73,59,53,71,78,80,79,65,73,68,73,62,66,65,64,18,67,68,62,62,28,15,16,16,7,13,12,12,67
65,65,65,64,65,65,65,64,63,63,63,63,57,57,57,63,46,43,43,43,46,43,38,38,38,43,61,67,67,64,51,64,36,65,51,65,71,69,64,54,61,75,67,59,62,63,39,22,66,64,65,63,25,20,15,12,10,9,8,9,67
65,65,65,59,62,62,62,59,58,58,58,57,51,51,51,57,42,41,41,41,42,41,42,42,42,41,32,67,70,54,62,64,43,33,30,59,66,69,65,61,58,65,78,71,89,54,61,17,69,51,62,64,19,20,22,9,14,9,14,8,67
62,62,62,66,65,65,65,66,64,64,64,66,58,58,58,66,52,46,46,46,52,48,38,38,38,48,64,59,39,62,45,74,46,40,51,73,77,76,77,65,75,65,58,73,59,50,46,31,63,50,46,61,19,24,23,11,14,6,11,7,67
65,65,65,64,65,65,65,64,63,63,63,62,53,53,53,62,45,42,42,42,45,43,40,40,40,43,47,69,51,55,62,67,55,70,39,65,78,80,81,64,88,71,77,57,66,60,57,17,67,57,69,59,40,20,15,15,15,7,10,8,67
66,66,66,64,64,64,64,64,63,63,63,63,56,56,56,63,51,50,50,50,51,50,52,52,52,50,59,62,75,59,64,61,65,58,47,59,80,75,90,64,60,71,93,61,74,57,84,25,66,70,69,55,57,30,29,16,11,8,11,10,67
66,66,66,60,63,63,63,60,59,59,59,57,52,52,52,57,43,42,42,42,43,42,43,43,43,42,23,66,73,49,49,66,44,23,35,63,69,77,75,65,56,68,69,64,72,64,64,22,65,48,52,62,17,32,23,14,8,12,8,8,67
66,66,66,65,65,65,65,65,62,62,62,63,54,54,54,63,47,42,42,42,47,44,40,40,40,44,52,66,61,58,57,67,54,33,42,63,87,83,83,61,69,70,76,72,69,59,60,18,66,52,61,60,26,16,18,12,8,15,13,9,67
66,66,66,61,63,63,63,61,61,61,61,60,54,54,54,60,46,45,45,45,46,44,44,44,44,44,45,69,64,55,60,63,62,61,43,67,69,71,58,60,57,72,65,65,75,65,62,13,63,55,66,55,47,25,21,10,8,11,13,15,67
66,66,66,60,62,62,62,60,58,58,58,60,54,54,54,60,48,48,48,48,48,46,47,47,47,46,49,68,73,57,49,56,55,34,50,59,64,74,61,65,65,67,76,77,84,50,81,33,71,49,65,62,31,22,18,11,7,10,7,6,67
64,64,64,68,66,66,66,68,66,66,66,66,60,60,60,66,53,49,49,49,53,51,43,43,43,51,66,64,49,67,58,72,74,74,55,68,77,74,86,63,83,74,56,49,48,68,39,43,65,57,63,57,22,39,32,10,11,7,7,7,67
66,66,66,63,63,63,63,63,61,61,61,62,55,55,55,62,52,50,50,50,52,50,50,50,50,50,49,66,62,59,59,60,45,46,53,62,89,81,71,62,59,61,70,71,88,54,63,31,68,47,58,70,50,31,26,13,13,11,6,16,67
64,64,64,66,65,65,65,66,64,64,64,66,59,59,59,66,50,44,44,44,50,46,36,36,36,46,65,66,57,65,60,74,51,63,63,67,80,75,74,60,68,70,74,79,60,64,31,17,54,55,67,50,20,22,17,14,6,5,12,11,67
59,59,59,66,64,64,64,66,65,65,65,66,61,61,61,66,55,51,51,51,55,52,43,43,43,52,63,53,37,64,59,72,74,60,60,70,81,78,77,55,80,69,60,63,43,70,52,35,57,67,59,66,28,44,40,9,7,11,15,8,67
66,66,66,60,62,62,62,60,60,60,60,59,55,55,55,59,46,44,44,44,46,44,43,43,43,44,46,67,80,58,45,58,33,30,44,65,55,65,62,63,53,69,83,74,83,50,31,23,66,63,63,65,27,19,23,9,9,9,13,11,67
68,68,68,67,67,67,67,67,67,67,67,66,64,64,64,66,59,60,60,60,59,58,60,60,60,58,67,62,64,68,68,70,68,58,63,71,63,67,66,68,62,75,69,49,88,63,72,46,68,68,49,78,45,54,55,9,15,7,8,16,67
64,64,64,60,62,62,62,60,60,60,60,58,54,54,54,58,45,44,44,44,45,43,42,42,42,43,39,67,63,59,58,65,54,48,38,62,67,65,63,60,55,65,62,58,75,63,47,32,65,53,60,57,23,27,23,8,14,10,14,8,66
59,59,59,65,63,63,63,65,64,64,64,64,59,59,59,64,53,49,49,49,53,50,43,43,43,50,62,55,38,64,59,71,66,67,56,70,79,73,81,58,86,63,82,59,58,61,41,39,57,62,57,67,29,34,35,16,12,8,16,15,66
64,64,64,59,61,61,61,59,58,58,58,57,51,51,51,57,43,42,42,42,43,42,43,43,43,42,37,65,63,48,59,63,48,46,39,63,62,70,58,62,58,70,61,57,73,59,58,16,70,48,70,65,39,28,22,12,9,14,12,13,66
62,62,62,66,65,65,65,66,66,66,66,64,60,60,60,64,52,50,50,50,52,49,44,44,44,49,58,58,51,63,61,73,76,69,58,68,75,69,86,61,81,70,78,55,53,68,61,39,61,65,62,66,20,34,39,14,9,8,16,10,66
63,63,63,66,64,64,64,66,64,64,64,65,58,58,58,65,52,48,48,48,52,49,42,42,42,49,65,62,49,65,59,67,55,42,60,65,84,86,78,55,71,66,51,63,66,55,49,33,60,58,47,59,28,29,26,10,10,13,7,12,66
63,63,63,65,65,65,65,65,65,65,65,64,59,59,59,64,50,48,48,48,50,48,43,43,43,48,61,67,55,62,58,71,60,57,55,72,66,68,61,59,53,60,55,53,64,69,41,31,59,65,60,60,35,31,29,13,9,11,5,9,66
60,60,60,66,64,64,64,66,64,64,64,65,56,56,56,65,48,43,43,43,48,45,35,35,35,45,63,69,41,63,53,78,49,43,54,67,73,72,64,51,90,55,41,45,37,45,30,18,61,63,66,55,25,33,34,5,8,8,13,10,66
58,58,58,66,65,65,65,66,66,66,66,65,62,62,62,65,52,50,50,50,52,48,40,40,40,48,64,56,33,68,41,72,68,66,60,72,72,68,70,57,48,65,47,53,32,70,32,47,61,64,41,57,41,36,14,10,16,16,7,11,66
64,64,64,63,64,64,64,63,62,62,62,61,53,53,53,61,45,40,40,40,45,43,37,37,37,43,31,65,54,58,57,63,49,30,33,61,90,94,78,61,59,64,70,69,65,61,28,23,64,57,55,56,22,23,15,11,8,15,8,8,66
65,65,65,59,62,62,62,59,61,61,61,60,60,60,60,60,50,53,53,53,50,50,51,51,51,50,32,65,66,54,61,62,37,34,64,59,68,71,63,61,66,68,75,92,84,58,86,33,67,62,65,61,18,45,41,6,15,11,11,11,66
