id,Overall,id,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
1810,65,1810,64,64,64,62,62,62,62,62,62,62,62,62,61,61,61,62,64,63,63,63,64,64,65,65,65,64,57,59,64,60,60,60,62,56,58,64,70,73,78,65,72,74,77,75,75,61,69,62,60,61,56,65,68,62,62,16,12,14,13,14,V
1811,65,1811,60,60,60,65,63,63,63,65,61,61,61,64,54,54,54,64,52,46,46,46,52,49,42,42,42,49,61,57,42,60,54,69,63,42,47,66,90,90,75,58,88,62,63,65,56,55,53,28,57,51,47,62,44,24,26,11,11,12,11,12,N
1812,65,1812,57,57,57,57,57,57,57,57,58,58,58,57,60,60,60,57,61,63,63,63,61,61,64,64,64,61,51,50,60,64,45,62,55,45,62,62,50,61,62,61,60,66,60,64,71,67,66,64,45,57,54,52,65,64,64,13,11,13,13,13,V
1813,65,1813,53,53,53,57,55,55,55,57,58,58,58,59,60,60,60,59,64,62,62,62,64,64,62,62,62,64,64,29,64,64,48,61,65,41,62,62,66,67,67,66,66,67,70,67,66,64,50,63,33,64,65,65,63,63,63,15,8,11,11,14,B
1814,65,1814,42,42,42,39,39,39,39,39,38,38,38,39,42,42,42,39,53,54,54,54,53,57,63,63,63,57,35,25,66,37,33,29,31,37,36,43,54,55,60,59,50,47,57,55,70,36,60,62,31,38,44,46,68,72,69,11,12,6,12,15,B
1815,65,1815,64,64,64,57,61,61,61,57,58,58,58,57,56,56,56,57,47,49,49,49,47,45,49,49,49,45,38,67,66,58,54,59,54,51,48,64,52,54,40,61,58,69,73,73,89,59,71,28,63,57,65,60,41,27,32,15,11,11,14,14,N
1816,65,1816,63,63,63,64,63,63,63,64,64,64,64,64,63,63,63,64,60,59,59,59,60,59,56,56,56,59,60,64,55,65,56,65,59,46,64,65,69,68,72,61,80,62,62,76,69,55,47,52,65,63,44,64,51,58,51,9,15,13,8,9,V
1817,65,1817,58,58,58,64,63,63,63,64,63,63,63,63,55,55,55,63,48,42,42,42,48,45,33,33,33,45,54,58,34,60,53,69,45,38,47,66,83,79,73,67,83,52,41,52,40,43,26,23,65,58,50,66,24,21,28,12,6,13,14,10,V
1818,65,1818,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,62,64,64,64,62,62,63,63,63,62,60,52,64,68,71,60,58,55,66,68,64,68,62,63,60,70,62,61,69,55,64,61,59,65,54,66,67,62,55,15,14,7,9,7,V
1819,65,1819,63,63,63,58,60,60,60,58,57,57,57,58,52,52,52,58,46,46,46,46,46,45,47,47,47,45,40,62,70,57,57,61,53,47,39,65,71,70,58,56,83,61,90,75,83,58,80,31,60,43,62,60,26,25,19,12,13,11,15,14,N
1820,65,1820,64,64,64,62,62,62,62,62,60,60,60,62,55,55,55,62,53,50,50,50,53,52,49,49,49,52,54,64,61,59,53,61,59,46,46,62,79,83,82,55,72,65,82,77,78,52,67,33,64,52,68,58,30,40,37,11,6,8,15,12,N
1821,65,1821,62,62,62,64,63,63,63,64,63,63,63,65,64,64,64,65,64,62,62,62,64,63,60,60,60,63,64,54,55,63,56,62,63,63,62,61,74,73,77,65,67,65,76,89,68,67,61,58,66,65,60,48,56,59,56,8,9,9,9,12,B
1822,65,1822,56,56,56,55,56,56,56,55,58,58,58,56,60,60,60,56,57,62,62,62,57,57,63,63,63,57,44,50,60,64,58,59,53,28,57,62,51,45,61,63,44,51,68,52,81,53,73,66,51,65,45,68,60,60,58,10,15,10,11,10,B
1823,65,1823,52,52,52,54,53,53,53,54,53,53,53,56,55,55,55,56,63,61,61,61,63,64,64,64,64,64,56,38,55,58,37,56,32,31,52,58,68,71,58,61,60,57,66,70,77,41,62,61,39,51,34,60,61,72,70,10,14,8,15,16,B
1824,65,1824,58,58,58,63,61,61,61,63,62,62,62,63,56,56,56,63,46,42,42,42,46,42,34,34,34,42,62,56,29,59,42,68,59,57,62,60,79,82,71,55,67,68,67,66,68,57,32,17,60,61,59,49,27,18,15,16,7,13,11,10,V
1825,65,1825,39,39,39,35,37,37,37,35,37,37,37,38,43,43,43,38,52,56,56,56,52,54,64,64,64,54,28,23,63,46,24,34,24,30,36,48,37,34,39,53,48,41,76,72,81,24,80,59,25,34,37,52,64,67,65,12,13,13,7,13,B
1826,65,1826,63,63,63,63,63,63,63,63,62,62,62,62,56,56,56,62,49,45,45,45,49,46,41,41,41,46,57,61,60,67,66,60,51,42,45,65,69,69,69,64,66,61,75,74,73,55,35,17,65,58,51,60,41,18,20,11,15,14,13,14,N
1827,65,1827,63,63,63,65,64,64,64,65,62,62,62,64,56,56,56,64,53,47,47,47,53,50,43,43,43,50,63,61,51,61,62,70,56,63,41,66,76,69,79,61,77,66,54,75,61,61,38,33,64,55,31,67,45,27,25,10,10,10,8,8,V
1828,65,1828,50,50,50,49,49,49,49,49,50,50,50,52,56,56,56,52,63,66,66,66,63,64,69,69,69,64,54,25,67,66,35,53,33,31,60,63,40,40,49,63,64,60,74,61,69,31,64,74,48,35,38,72,74,76,70,6,12,6,9,6,B
1829,65,1829,48,48,48,49,48,48,48,49,49,49,49,50,53,53,53,50,58,59,59,59,58,59,64,64,64,59,56,22,65,54,30,53,42,27,50,53,44,50,57,63,49,56,71,59,75,48,66,63,44,51,36,59,65,65,64,10,14,13,15,9,B
1830,65,1830,40,40,40,39,38,38,38,39,41,41,41,43,49,49,49,43,56,61,61,61,56,58,64,64,64,58,41,22,62,66,22,23,29,26,58,49,54,42,43,58,44,34,71,66,78,21,69,63,26,33,37,49,63,66,62,8,5,8,13,15,B
1831,65,1831,41,41,41,38,39,39,39,38,38,38,38,40,43,43,43,40,53,55,55,55,53,55,63,63,63,55,34,20,63,44,34,36,29,33,39,47,44,47,37,63,40,40,61,57,81,24,65,59,31,30,41,48,66,67,64,9,11,7,12,14,B
1832,65,1832,62,62,62,62,63,63,63,62,62,62,62,62,62,62,62,62,64,64,64,64,64,64,64,64,64,64,51,52,55,61,55,68,67,59,59,66,75,66,70,68,66,72,70,70,64,69,67,66,60,52,52,63,66,68,62,8,12,7,8,14,B
1833,65,1833,53,53,53,56,54,54,54,56,53,53,53,58,54,54,54,58,64,60,60,60,64,64,63,63,63,64,67,24,61,62,24,60,60,30,46,64,72,71,53,55,57,60,66,64,69,35,60,65,58,40,40,52,64,65,62,14,6,9,6,12,B
1834,65,1834,52,52,52,48,49,49,49,48,49,49,49,50,52,52,52,50,57,59,59,59,57,59,64,64,64,59,34,41,66,53,44,43,35,30,57,56,66,73,56,57,57,55,77,66,80,46,66,62,33,44,39,53,62,62,60,8,10,14,11,7,B
1835,65,1835,59,59,59,59,60,60,60,59,61,61,61,60,62,62,62,60,60,63,63,63,60,61,62,62,62,61,45,57,63,70,41,59,50,44,65,64,65,60,63,62,75,56,70,61,61,56,59,65,55,59,48,58,63,62,58,11,7,11,7,5,V
1836,65,1836,57,57,57,64,61,61,61,64,62,62,62,64,60,60,60,64,64,59,59,59,64,63,58,58,58,63,67,54,40,63,40,66,46,30,51,63,81,82,78,58,71,48,66,65,60,47,53,63,62,60,38,54,54,63,61,7,14,7,9,13,N
1837,65,1837,53,53,53,56,56,56,56,56,58,58,58,58,61,61,61,58,61,63,63,63,61,61,62,62,62,61,46,36,56,67,32,56,42,43,59,65,65,63,65,61,67,54,61,69,66,35,67,62,52,65,48,60,61,65,63,13,7,5,11,14,V
1838,65,1838,59,59,59,60,60,60,60,60,62,62,62,61,63,63,63,61,61,64,64,64,61,61,61,61,61,61,52,55,49,66,57,61,49,36,62,67,63,58,74,60,77,62,53,74,65,63,70,65,57,62,41,57,60,65,53,10,11,11,16,9,V
1839,65,1839,45,45,45,48,49,49,49,48,52,52,52,50,57,57,57,50,60,63,63,63,60,61,63,63,63,61,38,26,45,61,25,44,49,53,58,54,56,58,59,69,60,49,61,63,68,54,56,67,32,61,38,62,69,69,70,6,10,9,11,7,V
1840,65,1840,45,45,45,45,43,43,43,45,43,43,43,46,46,46,46,46,55,56,56,56,55,57,63,63,63,57,53,34,65,59,30,38,46,31,49,39,63,61,60,58,61,35,82,48,78,32,78,56,35,31,44,56,62,63,62,16,13,10,7,6,B
1841,65,1841,47,47,47,50,48,48,48,50,48,48,48,54,53,53,53,54,64,60,60,60,64,63,61,61,61,63,68,21,57,62,27,55,28,28,52,58,60,60,57,59,53,59,70,82,70,20,48,64,35,37,43,53,60,65,64,8,13,13,8,6,B
1842,65,1842,42,42,42,38,39,39,39,38,40,40,40,40,46,46,46,40,52,57,57,57,52,54,64,64,64,54,46,34,69,52,33,43,42,25,47,39,22,26,43,52,52,48,58,55,77,26,66,63,29,41,45,52,67,69,66,8,6,16,12,11,B
1843,65,1843,63,63,63,57,59,59,59,57,54,54,54,55,47,47,47,55,44,42,42,42,44,43,46,46,46,43,48,64,68,35,63,61,68,63,20,65,57,67,54,55,70,70,72,71,88,64,70,29,65,54,67,55,44,21,16,7,16,6,11,14,N
1844,65,1844,57,57,57,63,61,61,61,63,60,60,60,63,54,54,54,63,49,41,41,41,49,45,34,34,34,45,60,52,40,60,48,69,47,42,54,66,88,85,84,58,79,50,60,65,46,44,32,17,60,45,51,47,19,24,26,14,12,11,9,11,V
1845,65,1845,51,51,51,56,53,53,53,56,56,56,56,57,57,57,57,57,63,62,62,62,63,63,64,64,64,63,59,24,49,58,63,45,55,34,53,61,67,86,83,62,83,47,79,63,78,54,76,64,52,65,47,62,60,65,66,14,16,8,13,16,B
1846,65,1846,58,58,58,64,62,62,62,64,63,63,63,66,62,62,62,66,64,61,61,61,64,63,58,58,58,63,65,46,46,62,41,68,55,67,66,66,79,83,75,62,77,54,64,69,60,42,47,63,65,62,49,62,59,60,57,12,16,9,9,10,B
1847,65,1847,63,63,63,62,64,64,64,62,62,62,62,61,55,55,55,61,46,44,44,44,46,44,41,41,41,44,44,65,57,62,45,63,48,44,40,66,71,73,66,65,69,61,60,56,63,57,42,26,68,55,67,59,33,23,21,10,9,12,10,13,N
1848,65,1848,63,63,63,56,60,60,60,56,56,56,56,55,50,50,50,55,42,41,41,41,42,40,42,42,42,40,31,67,66,57,52,62,38,34,32,58,55,67,43,59,52,72,62,60,83,62,53,18,60,50,51,54,25,23,26,12,12,10,11,10,N
1849,65,1849,47,47,47,46,47,47,47,46,49,49,49,50,54,54,54,50,54,60,60,60,54,55,63,63,63,55,39,23,69,56,24,53,27,27,64,56,50,59,51,55,57,50,72,70,88,31,88,53,33,53,35,55,56,62,54,11,11,8,9,9,V
1850,65,1850,59,59,59,60,60,60,60,60,61,61,61,61,63,63,63,61,63,64,64,64,63,62,61,61,61,62,61,56,44,67,60,61,64,65,62,62,56,55,68,63,76,64,75,77,59,60,77,65,64,60,63,64,62,62,60,14,11,16,9,6,V
1851,65,1851,51,51,51,48,50,50,50,48,51,51,51,50,56,56,56,50,58,64,64,64,58,59,66,66,66,59,32,32,61,57,51,52,54,28,59,53,44,42,60,65,60,59,67,83,75,53,85,68,50,45,45,66,65,66,65,14,11,6,7,8,V
1852,65,1852,62,62,62,64,64,64,64,64,63,63,63,63,59,59,59,63,55,52,52,52,55,52,48,48,48,52,66,65,49,60,75,64,55,47,52,64,67,69,65,64,73,67,73,57,53,65,55,56,64,64,69,50,42,32,34,11,15,13,8,12,N
1853,65,1853,61,61,61,63,63,63,63,63,63,63,63,64,63,63,63,64,64,63,63,63,64,64,61,61,61,64,58,55,50,67,61,65,64,68,63,67,76,67,78,65,81,68,79,74,56,66,58,64,59,52,45,63,60,61,63,10,7,7,9,16,B
1854,65,1854,59,59,59,64,62,62,62,64,63,63,63,63,60,60,60,63,59,55,55,55,59,57,54,54,54,57,60,47,50,64,52,68,62,56,46,64,78,80,76,60,66,64,67,70,64,62,54,43,57,67,55,60,51,55,45,8,8,15,7,10,V
1855,65,1855,61,61,61,65,63,63,63,65,63,63,63,64,56,56,56,64,52,50,50,50,52,50,47,47,47,50,61,59,49,60,61,70,66,69,55,65,85,82,86,58,79,66,92,62,66,58,63,32,54,59,62,63,58,24,23,13,11,16,8,14,V
1856,65,1856,50,50,50,47,47,47,47,47,46,46,46,49,50,50,50,49,58,60,60,60,58,59,64,64,64,59,46,42,67,59,28,43,37,31,46,59,52,54,47,60,41,56,48,66,79,30,64,62,26,37,39,58,62,66,62,8,14,10,6,8,B
1857,65,1857,61,61,61,63,63,63,63,63,64,64,64,64,63,63,63,64,58,58,58,58,58,57,55,55,55,57,57,60,54,67,53,67,58,43,64,67,69,65,68,59,71,60,71,67,65,59,58,50,59,66,48,61,37,57,53,8,14,12,8,11,V
1858,65,1858,64,64,64,64,64,64,64,64,62,62,62,65,57,57,57,65,50,46,46,46,50,47,39,39,39,47,62,62,48,60,57,62,66,37,54,63,76,77,73,66,61,72,54,85,75,56,48,17,67,59,54,68,24,23,25,13,11,10,8,7,N
1859,65,1859,62,62,62,63,62,62,62,63,62,62,62,63,56,56,56,63,46,43,43,43,46,43,38,38,38,43,66,65,63,66,40,68,46,34,61,62,72,65,63,57,59,58,62,54,67,52,31,15,63,55,55,58,32,16,21,8,6,12,13,14,V
1860,65,1860,40,40,40,40,39,39,39,40,43,43,43,44,50,50,50,44,55,60,60,60,55,57,63,63,63,57,34,19,63,62,18,32,24,19,60,50,52,49,63,54,62,40,85,72,77,13,60,58,22,45,17,60,63,66,64,13,10,8,9,11,B
1861,65,1861,61,61,61,64,63,63,63,64,61,61,61,63,53,53,53,63,48,42,42,42,48,45,36,36,36,45,55,68,36,55,63,71,43,38,38,64,80,79,77,61,79,65,58,63,41,48,42,21,60,58,52,62,41,23,22,15,16,14,13,15,N
1862,65,1862,42,42,42,41,41,41,41,41,41,41,41,43,45,45,45,43,55,56,56,56,55,57,63,63,63,57,31,17,59,50,26,39,28,23,37,45,58,59,50,59,64,38,79,66,78,24,60,64,38,33,38,45,57,71,65,15,10,13,12,7,B
1863,65,1863,64,64,64,67,65,65,65,67,65,65,65,65,59,59,59,65,52,48,48,48,52,49,42,42,42,49,62,67,55,63,65,68,64,62,46,66,77,70,84,64,69,59,53,72,63,64,33,29,65,67,57,66,37,32,25,7,13,9,13,6,N
1864,65,1864,52,52,52,55,55,55,55,55,58,58,58,58,62,62,62,58,60,63,63,63,60,60,61,61,61,60,44,34,61,69,32,62,39,44,63,65,54,61,53,61,44,46,51,71,71,41,55,58,42,65,51,59,58,67,59,9,7,9,10,13,V
1865,65,1865,61,61,61,65,64,64,64,65,65,65,65,66,61,61,61,66,56,54,54,54,56,54,49,49,49,54,58,57,51,64,45,68,54,38,59,66,81,79,73,63,80,56,69,71,56,50,62,37,67,64,45,62,46,41,38,6,10,14,11,7,V
1866,65,1866,56,56,56,58,59,59,59,58,61,61,61,60,63,63,63,60,63,65,65,65,63,64,64,64,64,64,51,28,60,68,35,58,38,37,63,68,64,64,63,63,70,68,69,73,63,57,71,64,62,64,40,60,66,63,65,11,8,13,10,8,V
1867,65,1867,60,60,60,62,62,62,62,62,63,63,63,63,64,64,64,63,61,61,61,61,61,59,56,56,56,59,56,56,41,72,46,66,59,61,63,68,64,57,58,60,75,70,71,75,64,68,54,62,63,52,55,63,42,62,54,13,15,15,13,6,V
1868,65,1868,63,63,63,64,63,63,63,64,62,62,62,63,54,54,54,63,50,45,45,45,50,48,43,43,43,48,49,59,56,64,56,70,57,34,43,65,90,88,84,57,57,65,65,71,69,48,60,14,58,48,60,65,24,40,26,15,16,16,14,14,V
1869,65,1869,59,59,59,65,62,62,62,65,61,61,61,64,55,55,55,64,50,46,46,46,50,47,41,41,41,47,67,65,43,59,49,70,62,52,55,67,77,80,73,60,76,44,63,55,44,56,75,27,57,48,62,59,30,32,24,7,6,8,12,10,V
1870,65,1870,60,60,60,65,63,63,63,65,65,65,65,65,63,63,63,65,64,61,61,61,64,63,58,58,58,63,66,50,52,64,61,66,71,64,61,68,79,75,82,68,79,62,78,70,56,65,52,57,55,66,46,72,57,59,59,9,13,7,9,11,B
1871,65,1871,63,63,63,68,68,68,68,68,68,68,68,66,60,60,60,66,51,46,46,46,51,47,39,39,39,47,52,67,43,67,65,74,65,48,43,73,78,68,91,64,90,63,68,60,31,59,51,24,69,63,56,58,28,35,30,15,10,10,7,11,N
1872,65,1872,51,51,51,58,54,54,54,58,56,56,56,60,58,58,58,60,64,62,62,62,64,63,61,61,61,63,67,37,48,68,33,62,32,31,60,66,71,68,62,52,71,34,64,73,65,33,58,57,55,40,42,52,66,65,64,16,12,7,15,11,B
1873,65,1873,56,56,56,61,60,60,60,61,64,64,64,62,63,63,63,62,54,56,56,56,54,53,49,49,49,53,51,49,49,73,55,64,65,54,71,70,65,56,65,59,73,51,53,60,58,45,40,38,55,70,56,65,41,48,49,10,14,12,13,10,V
1874,65,1874,59,59,59,62,60,60,60,62,60,60,60,63,56,56,56,63,55,50,50,50,55,54,50,50,50,54,71,53,63,63,37,64,66,64,54,60,78,73,70,64,65,49,68,60,67,33,45,23,61,61,45,58,48,46,44,14,8,13,9,10,V
1875,65,1875,64,64,64,59,62,62,62,59,60,60,60,57,53,53,53,57,44,43,43,43,44,42,41,41,41,42,28,69,67,66,50,62,41,30,35,65,61,63,62,60,55,58,69,61,70,57,25,29,66,45,64,56,22,26,23,6,11,10,14,6,N
1876,65,1876,65,65,65,69,68,68,68,69,68,68,68,68,63,63,63,68,53,50,50,50,53,50,41,41,41,50,62,68,45,69,44,73,60,65,58,69,69,80,74,69,56,64,43,71,62,65,30,34,70,65,45,66,27,30,24,8,6,12,8,11,V
1877,65,1877,54,54,54,54,54,54,54,54,56,56,56,55,58,58,58,55,61,64,64,64,61,62,66,66,66,62,57,45,65,65,27,43,62,73,61,59,55,62,60,60,62,54,71,63,73,54,78,61,50,60,40,62,67,65,69,11,14,16,8,8,V
1878,65,1878,61,61,61,64,63,63,63,64,64,64,64,64,61,61,61,64,54,51,51,51,54,51,45,45,45,51,62,54,54,66,44,69,64,72,63,67,70,68,62,60,66,65,54,65,60,62,50,42,62,64,56,58,22,35,40,7,11,12,7,14,V
1879,65,1879,63,63,63,63,63,63,63,63,61,61,61,62,56,56,56,62,51,47,47,47,51,49,43,43,43,49,48,68,50,56,55,61,60,52,51,62,85,80,87,61,77,67,75,72,63,62,45,30,61,55,55,65,25,33,40,13,16,10,14,12,N
1880,65,1880,41,41,41,42,42,42,42,42,45,45,45,46,52,52,52,46,56,61,61,61,56,57,63,63,63,57,42,22,66,53,19,57,20,18,62,52,31,42,39,53,62,35,49,67,73,26,74,64,23,52,29,66,60,69,65,8,6,7,12,11,B
1881,65,1881,57,57,57,58,58,58,58,58,58,58,58,60,60,60,60,60,64,63,63,63,64,64,62,62,62,64,61,39,61,62,32,60,46,59,59,61,73,72,68,66,62,72,48,77,67,45,68,62,50,56,52,50,60,65,59,15,8,13,11,9,B
1882,65,1882,63,63,63,67,66,66,66,67,66,66,66,66,62,62,62,66,57,54,54,54,57,55,49,49,49,55,62,61,57,64,64,68,68,69,58,66,77,76,84,67,87,65,61,59,34,60,70,56,71,64,60,70,37,40,37,16,14,15,12,9,N
1883,65,1883,64,64,64,63,63,63,63,63,61,61,61,64,56,56,56,64,50,48,48,48,50,48,44,44,44,48,64,61,62,64,67,62,58,51,54,64,79,82,66,58,66,71,76,69,74,53,67,28,62,55,59,58,28,27,17,9,13,11,14,14,V
1884,65,1884,46,46,46,46,46,46,46,46,49,49,49,48,55,55,55,48,58,64,64,64,58,58,63,63,63,58,46,35,40,68,37,38,39,52,61,52,39,33,59,67,52,48,57,60,72,56,72,71,40,39,38,59,64,70,64,15,8,11,9,14,V
1885,65,1885,58,58,58,62,59,59,59,62,59,59,59,63,59,59,59,63,64,62,62,62,64,64,61,61,61,64,57,47,52,64,44,65,55,32,61,63,84,85,80,63,70,54,75,75,67,38,66,64,59,43,41,64,55,61,60,9,9,15,9,9,B
1886,65,1886,50,50,50,46,47,47,47,46,48,48,48,48,52,52,52,48,55,59,59,59,55,58,63,63,63,58,34,48,72,57,48,40,29,21,55,48,52,57,52,55,46,49,67,73,79,34,65,56,32,53,33,60,60,65,66,11,11,10,7,8,B
1887,65,1887,45,45,45,43,43,43,43,43,44,44,44,46,50,50,50,46,56,59,59,59,56,59,63,63,63,59,34,25,63,58,25,30,33,30,56,48,60,67,71,53,63,51,84,79,84,20,61,60,38,41,35,53,62,64,62,6,9,10,12,8,B
1888,65,1888,64,64,64,59,62,62,62,59,59,59,59,58,53,53,53,58,44,43,43,43,44,42,41,41,41,42,35,64,58,58,58,63,43,26,32,66,65,68,63,60,54,70,63,70,81,57,43,22,65,51,64,60,22,27,20,12,12,8,12,10,N
1889,65,1889,56,56,56,61,58,58,58,61,59,59,59,63,60,60,60,63,64,61,61,61,64,64,61,61,61,64,69,41,55,58,44,65,66,69,64,60,81,74,74,60,76,50,71,76,71,48,61,60,58,59,49,64,61,63,60,13,16,16,8,13,B
1890,65,1890,63,63,63,64,63,63,63,64,62,62,62,64,55,55,55,64,47,42,42,42,47,44,37,37,37,44,58,62,57,61,36,67,63,48,58,65,79,81,76,58,78,66,74,65,62,58,33,17,62,53,56,45,28,14,20,13,8,11,8,9,V
1891,65,1891,64,64,64,65,65,65,65,65,63,63,63,63,53,53,53,63,46,40,40,40,46,44,38,38,38,44,45,67,69,55,45,74,62,67,40,73,86,85,75,55,63,64,68,56,47,50,30,14,55,56,60,74,41,21,14,5,10,8,11,10,N
1892,65,1892,57,57,57,62,62,62,62,62,64,64,64,62,61,61,61,62,52,52,52,52,52,50,43,43,43,50,52,58,34,65,67,64,62,65,57,66,60,65,74,62,83,61,56,64,40,55,36,42,61,71,62,68,44,42,29,8,14,9,8,11,V
1893,65,1893,46,46,46,49,46,46,46,49,47,47,47,51,49,49,49,51,61,59,59,59,61,62,63,63,63,62,56,23,60,57,23,47,36,29,42,53,68,74,61,62,59,46,80,72,73,25,63,62,34,37,30,61,65,64,62,12,7,12,12,6,B
1894,65,1894,53,53,53,52,53,53,53,52,55,55,55,54,59,59,59,54,59,63,63,63,59,60,64,64,64,60,49,41,63,64,49,47,47,32,63,64,49,48,70,65,58,56,79,68,77,43,75,65,45,53,46,65,51,64,63,13,15,33,15,13,B
1895,65,1895,60,60,60,60,60,60,60,60,62,62,62,61,63,63,63,61,63,64,64,64,63,63,63,63,63,63,51,57,66,73,46,57,51,53,64,63,67,66,63,64,64,68,56,70,62,56,64,59,45,65,63,60,65,65,63,9,6,12,6,6,V
1896,65,1896,54,54,54,56,56,56,56,56,59,59,59,57,63,63,63,57,59,64,64,64,59,58,61,61,61,58,63,40,51,69,50,60,67,67,68,70,32,31,57,62,65,64,58,45,55,61,74,66,56,60,66,62,66,62,60,8,12,14,7,10,V
1897,65,1897,61,61,61,62,61,61,61,62,63,63,63,63,64,64,64,63,65,64,64,64,65,65,63,63,63,65,57,57,64,66,60,59,60,52,66,66,73,74,71,58,74,58,64,87,66,60,60,60,55,64,59,57,62,65,61,9,14,8,14,10,V
1898,65,1898,64,64,64,64,64,64,64,64,63,63,63,62,55,55,55,62,46,44,44,44,46,44,42,42,42,44,63,59,63,62,61,66,62,62,52,65,78,76,67,61,57,66,50,30,70,57,59,23,64,61,65,58,22,29,23,14,12,11,14,14,N
1899,65,1899,60,60,60,60,61,61,61,60,62,62,62,62,64,64,64,62,63,65,65,65,63,63,64,64,64,63,54,54,64,66,44,62,58,57,62,65,67,62,54,59,58,59,34,76,78,52,62,69,61,67,53,69,63,63,59,10,8,14,7,7,V
1900,65,1900,64,64,64,53,57,57,57,53,52,52,52,51,49,49,49,51,44,46,46,46,44,44,49,49,49,44,38,68,71,49,61,44,56,42,38,53,57,54,41,66,56,76,56,56,90,57,81,39,68,46,66,58,28,33,28,6,6,11,9,7,N
1901,65,1901,64,64,64,62,63,63,63,62,61,61,61,61,56,56,56,61,49,47,47,47,49,46,43,43,43,46,50,67,56,56,62,63,62,56,45,65,74,76,72,61,70,73,80,72,73,63,61,44,56,62,64,57,16,23,18,8,12,9,13,14,N
1902,65,1902,59,59,59,63,62,62,62,63,63,63,63,64,62,62,62,64,60,58,58,58,60,57,51,51,51,57,72,62,36,62,60,61,69,70,62,65,64,57,75,64,70,66,59,85,59,68,66,54,60,66,65,64,55,34,52,11,16,8,14,6,V
1903,65,1903,53,53,53,54,53,53,53,54,54,54,54,56,57,57,57,56,61,62,62,62,61,62,63,63,63,62,59,35,67,65,47,52,43,49,62,56,63,65,73,61,40,63,68,68,76,53,55,64,40,52,63,49,66,60,58,15,10,12,14,11,B
1904,65,1904,66,66,66,64,65,65,65,64,64,64,64,64,62,62,62,64,62,62,62,62,62,61,62,62,62,61,59,62,66,62,61,68,72,64,64,65,67,72,79,61,57,80,64,69,76,59,75,63,64,62,65,61,61,51,59,16,7,13,12,9,V
1905,65,1905,51,51,51,50,49,49,49,50,49,49,49,52,51,51,51,52,59,59,59,59,59,60,63,63,63,60,54,37,65,60,22,45,36,33,58,55,66,68,56,58,68,55,74,59,74,33,65,63,39,35,51,60,66,62,57,13,9,11,8,8,B
1906,65,1906,56,56,56,58,58,58,58,58,57,57,57,60,58,58,58,60,64,60,60,60,64,64,60,60,60,64,62,42,59,55,37,62,44,40,60,58,73,79,64,63,73,65,59,73,47,38,64,65,58,54,47,58,62,62,63,14,5,13,9,12,B
1907,65,1907,40,40,40,35,37,37,37,35,37,37,37,37,43,43,43,37,49,56,56,56,49,52,63,63,63,52,21,25,64,48,14,29,41,28,35,46,41,32,29,62,70,34,67,56,89,22,63,66,26,36,29,64,65,62,56,1,1,1,1,1,B
1908,65,1908,61,61,61,63,62,62,62,63,62,62,62,63,59,59,59,63,56,54,54,54,56,55,51,51,51,55,60,57,57,62,57,66,60,57,58,62,81,78,77,57,78,63,60,66,60,59,60,42,59,60,57,62,44,49,42,12,10,7,7,9,V
1909,65,1909,59,59,59,60,60,60,60,60,61,61,61,61,62,62,62,61,63,63,63,63,63,62,62,62,62,62,57,47,50,62,57,59,56,57,59,63,68,65,72,69,75,70,84,71,68,62,72,65,56,65,45,67,53,64,62,15,12,12,15,12,V
1910,65,1910,54,54,54,55,54,54,54,55,54,54,54,58,56,56,56,58,64,62,62,62,64,64,64,64,64,64,64,39,60,56,38,56,58,40,51,59,73,65,63,61,76,66,73,82,70,39,73,61,41,56,47,61,63,66,65,11,6,9,8,9,B
1911,65,1911,52,52,52,54,51,51,51,54,50,50,50,55,51,51,51,55,62,59,59,59,62,63,64,64,64,63,58,30,65,55,41,53,27,32,40,58,76,73,68,59,63,45,77,72,69,43,67,63,55,30,45,54,66,66,62,9,10,9,11,13,B
1912,65,1912,61,61,61,63,63,63,63,63,63,63,63,64,63,63,63,64,64,62,62,62,64,63,59,59,59,63,59,52,48,66,68,64,61,53,60,66,67,71,67,70,66,66,58,78,64,68,63,55,59,60,53,67,56,62,62,14,12,8,10,14,V
1913,65,1913,61,61,61,62,61,61,61,62,61,61,61,64,61,61,61,64,64,61,61,61,64,63,62,62,62,63,65,52,62,59,35,67,58,58,60,59,78,75,65,64,47,68,68,80,84,55,60,62,58,60,36,67,56,61,55,15,16,16,8,11,B
1914,65,1914,45,45,45,45,44,44,44,45,47,47,47,47,51,51,51,47,57,59,59,59,57,59,63,63,63,59,36,28,67,62,34,43,30,28,51,47,55,60,68,57,64,42,63,59,70,29,55,59,28,50,30,49,64,70,69,13,13,11,12,7,B
