id,Overall,id,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
970,67,1500,63,63,63,67,66,66,66,67,65,65,65,67,61,61,61,67,60,57,57,57,60,58,54,54,54,58,67,62,52,65,49,70,58,52,55,71,83,73,70,62,64,66,57,68,52,44,71,38,63,66,51,62,60,53,46,9,8,10,12,9,V
971,67,1501,55,55,55,61,61,61,61,61,64,64,64,62,66,66,66,62,64,67,67,67,64,63,63,63,63,63,43,38,41,70,41,65,43,37,68,71,68,71,75,65,70,47,61,74,69,55,68,68,59,62,47,64,61,65,61,8,14,12,11,7,V
972,67,1504,65,65,65,64,65,65,65,64,63,63,63,63,57,57,57,63,46,43,43,43,46,43,38,38,38,43,61,67,67,64,51,64,36,65,51,65,71,69,64,54,61,75,67,59,62,63,39,22,66,64,65,63,25,20,15,12,10,9,8,9,N
973,67,1509,65,65,65,59,62,62,62,59,58,58,58,57,51,51,51,57,42,41,41,41,42,41,42,42,42,41,32,67,70,54,62,64,43,33,30,59,66,69,65,61,58,65,78,71,89,54,61,17,69,51,62,64,19,20,22,9,14,9,14,8,N
974,67,1510,60,60,60,61,63,63,63,61,64,64,64,64,66,66,66,64,64,67,67,67,64,63,65,65,65,63,40,48,58,70,37,70,38,41,65,67,68,68,75,64,77,60,84,93,74,44,78,67,62,63,45,66,62,59,58,14,12,14,8,14,V
975,67,1511,64,64,64,65,66,66,66,65,66,66,66,65,60,60,60,65,47,48,48,48,47,44,41,41,41,44,45,58,54,65,57,70,75,62,64,71,79,73,81,64,75,72,57,65,69,57,75,18,60,65,56,70,34,18,15,10,9,7,13,13,V
976,67,1512,60,60,60,65,64,64,64,65,67,67,67,65,66,66,66,65,61,62,62,62,61,59,58,58,58,59,72,48,52,73,62,71,82,72,71,75,57,63,75,57,72,69,44,40,60,68,68,60,53,72,51,61,52,59,58,6,12,11,10,16,V
977,67,1513,63,63,63,66,65,65,65,66,65,65,65,66,60,60,60,66,52,49,49,49,52,49,44,44,44,49,65,62,60,64,55,66,60,61,64,64,77,73,73,70,57,60,65,66,57,61,56,24,62,67,56,62,47,22,26,9,7,12,15,10,V
978,67,1514,62,62,62,66,65,65,65,66,64,64,64,66,58,58,58,66,52,46,46,46,52,48,38,38,38,48,64,59,39,62,45,74,46,40,51,73,77,76,77,65,75,65,58,73,59,50,46,31,63,50,46,61,19,24,23,11,14,6,11,7,N
979,67,1515,65,65,65,64,65,65,65,64,63,63,63,62,53,53,53,62,45,42,42,42,45,43,40,40,40,43,47,69,51,55,62,67,55,70,39,65,78,80,81,64,88,71,77,57,66,60,57,17,67,57,69,59,40,20,15,15,15,7,10,8,N
980,67,1516,66,66,66,64,64,64,64,64,63,63,63,63,56,56,56,63,51,50,50,50,51,50,52,52,52,50,59,62,75,59,64,61,65,58,47,59,80,75,90,64,60,71,93,61,74,57,84,25,66,70,69,55,57,30,29,16,11,8,11,10,N
981,67,1517,58,58,58,61,61,61,61,61,63,63,63,62,66,66,66,62,60,63,63,63,60,58,58,58,58,58,69,59,44,70,49,58,73,66,69,67,34,52,62,64,62,57,76,79,63,59,73,52,64,70,47,64,64,55,45,2,2,2,2,2,V
982,67,1521,54,54,54,55,56,56,56,55,57,57,57,58,60,60,60,58,63,65,65,65,63,64,66,66,66,64,47,28,62,65,30,59,36,37,62,64,74,68,70,63,78,77,73,71,67,36,74,67,42,58,43,50,67,66,64,8,8,15,12,14,V
983,67,1523,57,57,57,60,59,59,59,60,59,59,59,61,62,62,62,61,66,66,66,66,66,66,64,64,64,66,62,47,50,68,42,66,44,55,65,67,68,70,64,70,75,66,65,69,60,61,70,68,39,45,43,65,68,68,62,11,9,11,13,10,V
984,67,1525,58,58,58,62,61,61,61,62,63,63,63,64,65,65,65,64,65,66,66,66,65,64,63,63,63,64,60,45,58,71,40,63,57,43,69,66,67,66,67,64,76,58,65,71,61,52,68,66,62,64,51,66,61,65,63,10,13,13,15,14,V
985,67,1526,61,61,61,62,62,62,62,62,63,63,63,63,64,64,64,63,65,65,65,65,65,64,65,65,65,64,57,53,62,65,49,63,56,58,61,65,65,68,72,67,70,65,84,82,68,63,73,65,58,64,59,65,66,65,58,8,11,7,9,7,V
986,67,1528,61,61,61,66,64,64,64,66,64,64,64,66,60,60,60,66,56,52,52,52,56,54,46,46,46,54,65,60,52,61,54,74,61,57,63,63,84,81,82,57,72,62,52,69,38,63,57,46,59,57,58,55,38,41,32,10,10,10,11,7,V
987,67,1530,58,58,58,65,63,63,63,65,64,64,64,66,60,60,60,66,52,48,48,48,52,49,39,39,39,49,67,62,38,63,44,65,35,39,68,62,78,77,90,64,87,49,71,70,34,39,54,29,70,61,45,56,30,31,26,7,14,9,6,8,V
988,67,1531,63,63,63,65,64,64,64,65,65,65,65,66,65,65,65,66,65,64,64,64,65,64,62,62,62,64,64,56,57,68,50,63,53,45,64,68,71,71,73,77,78,67,80,75,70,59,49,56,59,64,46,55,63,63,57,11,14,8,12,10,V
989,67,1534,60,60,60,64,64,64,64,64,65,65,65,65,65,65,65,65,64,64,64,64,64,62,61,61,61,62,60,54,37,68,49,66,61,60,64,68,64,65,80,65,81,67,73,74,71,64,67,58,62,69,50,80,62,62,61,16,14,10,8,14,V
990,67,1535,56,56,56,64,62,62,62,64,64,64,64,66,60,60,60,66,52,47,47,47,52,48,39,39,39,48,64,39,38,68,49,72,62,62,65,70,79,78,77,62,84,54,68,65,53,44,48,16,61,62,57,56,22,29,37,16,12,13,7,9,V
991,67,1537,66,66,66,60,63,63,63,60,59,59,59,57,52,52,52,57,43,42,42,42,43,42,43,43,43,42,23,66,73,49,49,66,44,23,35,63,69,77,75,65,56,68,69,64,72,64,64,22,65,48,52,62,17,32,23,14,8,12,8,8,N
992,67,1538,58,58,58,55,58,58,58,55,59,59,59,56,62,62,62,56,59,66,66,66,59,60,66,66,66,60,35,49,59,68,47,52,59,49,64,65,62,48,69,71,61,71,69,55,75,53,72,74,49,58,60,58,64,65,59,10,16,15,10,7,V
993,67,1539,58,58,58,58,59,59,59,58,61,61,61,59,64,64,64,59,62,66,66,66,62,62,64,64,64,62,59,56,63,70,52,57,51,54,67,70,44,37,60,67,63,67,70,56,64,59,56,68,48,63,61,71,65,67,65,15,10,14,9,16,V
994,67,1541,66,66,66,65,65,65,65,65,62,62,62,63,54,54,54,63,47,42,42,42,47,44,40,40,40,44,52,66,61,58,57,67,54,33,42,63,87,83,83,61,69,70,76,72,69,59,60,18,66,52,61,60,26,16,18,12,8,15,13,9,N
995,67,1542,66,66,66,61,63,63,63,61,61,61,61,60,54,54,54,60,46,45,45,45,46,44,44,44,44,44,45,69,64,55,60,63,62,61,43,67,69,71,58,60,57,72,65,65,75,65,62,13,63,55,66,55,47,25,21,10,8,11,13,15,N
996,67,1547,65,65,65,66,66,66,66,66,66,66,66,67,63,63,63,67,59,60,60,60,59,58,58,58,58,58,58,68,68,70,62,71,64,68,63,67,72,88,69,48,48,58,67,72,62,54,84,48,65,65,59,58,47,60,42,11,6,12,12,13,V
997,67,1548,66,66,66,60,62,62,62,60,58,58,58,60,54,54,54,60,48,48,48,48,48,46,47,47,47,46,49,68,73,57,49,56,55,34,50,59,64,74,61,65,65,67,76,77,84,50,81,33,71,49,65,62,31,22,18,11,7,10,7,6,N
998,67,1549,60,60,60,62,62,62,62,62,63,63,63,63,65,65,65,63,65,66,66,66,65,64,62,62,62,64,55,57,42,65,58,63,59,56,66,66,70,72,73,54,69,68,39,81,62,64,81,67,59,67,54,59,65,65,62,8,13,11,13,15,V
999,67,1550,57,57,57,64,62,62,62,64,65,65,65,64,62,62,62,64,54,53,53,53,54,51,46,46,46,51,60,46,34,72,41,66,56,68,62,61,68,71,80,61,73,55,41,57,62,52,43,25,69,75,61,62,51,48,38,7,9,8,15,9,V
1000,67,1551,64,64,64,68,66,66,66,68,66,66,66,66,60,60,60,66,53,49,49,49,53,51,43,43,43,51,66,64,49,67,58,72,74,74,55,68,77,74,86,63,83,74,56,49,48,68,39,43,65,57,63,57,22,39,32,10,11,7,7,7,N
1001,67,1552,60,60,60,60,61,61,61,60,63,63,63,61,66,66,66,61,63,67,67,67,63,63,67,67,67,63,51,48,66,70,49,62,50,51,67,67,55,55,56,65,69,61,73,72,77,63,62,69,62,64,48,63,68,64,63,16,16,7,14,10,V
1002,67,1557,60,60,60,66,63,63,63,66,63,63,63,65,57,57,57,65,52,47,47,47,52,48,40,40,40,48,64,60,40,61,42,73,56,50,60,66,88,83,86,55,81,63,56,68,55,62,50,26,55,51,56,56,40,28,22,1,1,1,1,1,V
1003,67,1560,61,61,61,65,63,63,63,65,63,63,63,66,60,60,60,66,58,53,53,53,58,56,48,48,48,56,68,57,43,62,58,70,67,53,59,63,78,82,77,61,70,63,54,75,67,60,49,40,61,60,51,56,32,49,45,12,8,10,12,8,V
1004,67,1561,66,66,66,63,63,63,63,63,61,61,61,62,55,55,55,62,52,50,50,50,52,50,50,50,50,50,49,66,62,59,59,60,45,46,53,62,89,81,71,62,59,61,70,71,88,54,63,31,68,47,58,70,50,31,26,13,13,11,6,16,N
1005,67,1562,56,56,56,65,61,61,61,65,64,64,64,65,61,61,61,65,60,57,57,57,60,58,54,54,54,58,70,47,55,66,32,71,70,62,58,67,76,79,76,65,76,30,80,64,61,59,66,59,55,61,45,57,32,46,48,14,10,11,13,13,V
1006,67,1563,61,61,61,63,63,63,63,63,63,63,63,64,65,65,65,64,67,68,68,68,67,66,68,68,68,66,58,51,61,65,44,65,62,59,63,69,67,67,73,69,84,64,85,81,62,56,87,72,58,64,55,75,74,62,60,6,14,8,12,11,V
1007,67,1564,64,64,64,66,65,65,65,66,64,64,64,66,59,59,59,66,50,44,44,44,50,46,36,36,36,46,65,66,57,65,60,74,51,63,63,67,80,75,74,60,68,70,74,79,60,64,31,17,54,55,67,50,20,22,17,14,6,5,12,11,N
1008,67,1565,61,61,61,64,64,64,64,64,65,65,65,65,66,66,66,65,63,64,64,64,63,61,59,59,59,61,64,57,45,68,47,67,70,72,64,68,68,52,71,66,75,68,57,77,69,64,72,64,63,67,65,68,55,62,47,15,9,10,13,13,V
1009,67,1566,62,62,62,65,65,65,65,65,66,66,66,65,65,65,65,65,63,63,63,63,63,62,60,60,60,62,52,58,49,67,41,64,69,70,62,69,74,73,76,65,83,64,70,78,65,66,50,58,65,68,68,66,68,59,51,8,13,15,7,9,V
1010,67,1567,54,54,54,57,57,57,57,57,59,59,59,59,62,62,62,59,64,66,66,66,64,65,65,65,65,65,50,38,56,71,34,59,40,40,63,64,74,65,68,63,77,58,73,66,61,46,69,69,41,60,41,60,66,67,68,7,14,7,11,14,V
1011,67,1568,61,61,61,66,65,65,65,66,67,67,67,67,66,66,66,67,62,61,61,61,62,59,54,54,54,59,63,64,30,68,65,65,65,54,67,69,75,72,75,67,82,59,63,72,55,51,61,52,67,69,49,58,51,61,45,6,6,7,8,10,V
1012,67,1571,66,66,66,67,67,67,67,67,67,67,67,65,64,64,64,65,58,59,59,59,58,57,59,59,59,57,61,58,61,68,67,77,71,58,63,71,60,67,67,69,69,67,68,34,71,63,65,54,68,62,66,68,45,57,54,8,7,16,13,9,V
1013,67,1573,55,55,55,58,57,57,57,58,59,59,59,59,63,63,63,59,65,65,65,65,65,64,63,63,63,64,57,45,49,72,41,53,45,56,70,62,67,69,67,58,76,64,73,80,66,74,56,59,44,53,52,70,65,71,65,11,10,12,10,14,V
1014,67,1574,59,59,59,66,64,64,64,66,65,65,65,66,61,61,61,66,55,51,51,51,55,52,43,43,43,52,63,53,37,64,59,72,74,60,60,70,81,78,77,55,80,69,60,63,43,70,52,35,57,67,59,66,28,44,40,9,7,11,15,8,N
1015,67,1575,66,66,66,60,62,62,62,60,60,60,60,59,55,55,55,59,46,44,44,44,46,44,43,43,43,44,46,67,80,58,45,58,33,30,44,65,55,65,62,63,53,69,83,74,83,50,31,23,66,63,63,65,27,19,23,9,9,9,13,11,N
1016,67,1576,61,61,61,65,64,64,64,65,66,66,66,66,65,65,65,66,62,61,61,61,62,60,55,55,55,60,68,60,35,69,52,64,65,75,63,68,68,68,70,66,78,68,69,70,57,68,49,58,61,67,59,64,45,61,53,14,7,5,7,8,V
1017,67,1577,62,62,62,66,65,65,65,66,65,65,65,66,60,60,60,66,55,52,52,52,55,52,46,46,46,52,68,62,35,63,58,67,64,62,57,65,75,73,78,68,78,68,69,72,65,66,54,29,65,63,67,69,55,33,32,10,8,11,11,10,V
1018,67,1578,68,68,68,67,67,67,67,67,67,67,67,66,64,64,64,66,59,60,60,60,59,58,60,60,60,58,67,62,64,68,68,70,68,58,63,71,63,67,66,68,62,75,69,49,88,63,72,46,68,68,49,78,45,54,55,9,15,7,8,16,N
1019,67,1579,60,60,60,66,65,65,65,66,65,65,65,65,59,59,59,65,52,48,48,48,52,49,40,40,40,49,65,54,32,63,39,75,67,52,62,72,76,71,77,65,70,72,54,53,46,66,34,23,61,56,45,45,45,33,31,11,7,9,11,6,V
1020,66,1581,64,64,64,60,62,62,62,60,60,60,60,58,54,54,54,58,45,44,44,44,45,43,42,42,42,43,39,67,63,59,58,65,54,48,38,62,67,65,63,60,55,65,62,58,75,63,47,32,65,53,60,57,23,27,23,8,14,10,14,8,N
1021,66,1582,64,64,64,65,65,65,65,65,64,64,64,65,59,59,59,65,53,50,50,50,53,51,47,47,47,51,59,64,56,61,62,67,55,53,54,66,83,80,75,63,70,65,79,75,74,64,57,25,60,59,64,69,32,39,33,12,15,13,10,7,V
1022,66,1583,58,58,58,59,59,59,59,59,60,60,60,60,62,62,62,60,62,64,64,64,62,61,63,63,63,61,66,54,53,66,57,60,69,67,60,68,47,51,55,64,67,65,68,67,71,57,71,64,55,60,58,64,63,65,57,7,16,15,10,14,V
1023,66,1584,59,59,59,65,63,63,63,65,64,64,64,64,59,59,59,64,53,49,49,49,53,50,43,43,43,50,62,55,38,64,59,71,66,67,56,70,79,73,81,58,86,63,82,59,58,61,41,39,57,62,57,67,29,34,35,16,12,8,16,15,N
1024,66,1585,64,64,64,59,61,61,61,59,58,58,58,57,51,51,51,57,43,42,42,42,43,42,43,43,43,42,37,65,63,48,59,63,48,46,39,63,62,70,58,62,58,70,61,57,73,59,58,16,70,48,70,65,39,28,22,12,9,14,12,13,N
1025,66,1590,55,55,55,56,57,57,57,56,60,60,60,59,64,64,64,59,61,65,65,65,61,61,62,62,62,61,48,42,61,72,48,59,56,50,69,68,51,51,56,62,50,58,54,68,68,42,51,63,49,65,54,66,64,62,63,12,16,13,8,10,V
1026,66,1594,62,62,62,66,65,65,65,66,66,66,66,64,60,60,60,64,52,50,50,50,52,49,44,44,44,49,58,58,51,63,61,73,76,69,58,68,75,69,86,61,81,70,78,55,53,68,61,39,61,65,62,66,20,34,39,14,9,8,16,10,N
1027,66,1596,58,58,58,65,63,63,63,65,64,64,64,65,57,57,57,65,46,41,41,41,46,41,32,32,32,41,66,48,33,61,54,76,38,60,58,71,79,76,84,58,80,68,76,53,46,57,38,13,58,57,51,62,15,26,11,16,7,12,9,9,V
1028,66,1597,64,64,64,65,65,65,65,65,65,65,65,62,55,55,55,62,44,42,42,42,44,42,37,37,37,42,43,67,55,60,59,70,58,35,47,66,80,77,86,56,67,66,56,47,57,68,32,20,61,64,66,62,34,23,16,14,9,13,10,7,V
1029,66,1599,66,66,66,67,66,66,66,67,65,65,65,65,57,57,57,65,48,44,44,44,48,45,39,39,39,45,56,61,58,63,58,70,46,51,47,65,81,71,93,69,95,72,75,63,58,64,50,25,73,54,57,61,30,13,18,11,9,9,12,8,V
1030,66,1602,63,63,63,66,64,64,64,66,64,64,64,65,58,58,58,65,52,48,48,48,52,49,42,42,42,49,65,62,49,65,59,67,55,42,60,65,84,86,78,55,71,66,51,63,66,55,49,33,60,58,47,59,28,29,26,10,10,13,7,12,N
1031,66,1604,57,57,57,58,58,58,58,58,60,60,60,60,63,63,63,60,63,65,65,65,63,63,63,63,63,63,56,50,58,68,46,61,50,55,66,62,55,67,55,64,66,61,64,71,62,60,65,66,47,60,46,64,64,66,62,11,6,9,10,14,V
1032,66,1605,63,63,63,66,65,65,65,66,65,65,65,67,64,64,64,67,63,61,61,61,63,61,56,56,56,61,63,64,48,67,59,64,56,67,64,60,81,86,86,65,88,67,83,90,62,66,67,64,60,66,65,65,57,41,41,15,11,6,15,7,V
1033,66,1609,62,62,62,58,60,60,60,58,60,60,60,58,62,62,62,58,60,64,64,64,60,62,66,66,66,62,41,57,71,65,41,51,50,57,61,62,58,62,60,67,50,70,65,69,77,68,67,62,59,61,49,60,65,67,62,8,11,12,16,8,V
1034,66,1610,64,64,64,64,64,64,64,64,64,64,64,65,61,61,61,65,52,52,52,52,52,49,45,45,45,49,65,62,45,63,64,64,63,65,67,61,75,67,66,65,67,80,55,75,72,68,70,28,65,66,56,64,38,30,30,12,8,9,14,13,V
1035,66,1612,63,63,63,65,65,65,65,65,65,65,65,64,59,59,59,64,50,48,48,48,50,48,43,43,43,48,61,67,55,62,58,71,60,57,55,72,66,68,61,59,53,60,55,53,64,69,41,31,59,65,60,60,35,31,29,13,9,11,5,9,N
1036,66,1613,61,61,61,64,64,64,64,64,65,65,65,64,63,63,63,64,54,53,53,53,54,51,47,47,47,51,62,62,48,66,54,63,60,66,64,69,62,65,64,57,63,62,54,65,58,65,59,41,66,71,55,58,35,38,39,15,8,16,12,13,V
1037,66,1615,55,55,55,52,55,55,55,52,57,57,57,55,62,62,62,55,58,65,65,65,58,58,64,64,64,58,50,36,62,66,53,52,59,58,65,62,33,38,43,65,49,70,54,70,78,60,83,63,60,62,47,68,63,65,54,11,14,11,12,10,V
1038,66,1616,60,60,60,66,64,64,64,66,64,64,64,65,56,56,56,65,48,43,43,43,48,45,35,35,35,45,63,69,41,63,53,78,49,43,54,67,73,72,64,51,90,55,41,45,37,45,30,18,61,63,66,55,25,33,34,5,8,8,13,10,N
1039,66,1617,55,55,55,60,61,61,61,60,63,63,63,62,65,65,65,62,62,62,62,62,62,60,54,54,54,60,44,41,27,71,48,65,47,50,66,66,65,61,82,56,80,74,31,90,43,70,61,54,64,58,51,58,56,65,59,8,14,8,6,6,V
1040,66,1618,61,61,61,61,61,61,61,61,63,63,63,62,64,64,64,62,64,65,65,65,64,63,63,63,63,63,56,53,62,66,55,59,57,59,65,69,61,65,71,60,61,64,55,84,75,67,65,61,57,64,57,67,61,63,62,12,9,7,11,11,V
1041,66,1619,59,59,59,64,64,64,64,64,66,66,66,65,65,65,65,65,58,58,58,58,58,55,50,50,50,55,59,45,39,69,42,63,50,55,66,66,73,71,78,64,80,70,56,76,52,66,66,50,69,70,61,59,42,50,35,15,8,15,9,8,V
1042,66,1620,62,62,62,64,65,65,65,64,65,65,65,65,64,64,64,65,59,59,59,59,59,58,53,53,53,58,53,52,48,67,63,70,72,46,63,71,69,67,69,68,79,74,59,71,51,61,58,47,62,61,57,66,40,59,53,13,7,12,11,6,V
1043,66,1621,65,65,65,68,67,67,67,68,67,67,67,69,65,65,65,69,65,62,62,62,65,64,59,59,59,64,67,53,58,68,66,69,73,66,62,70,84,84,75,63,68,68,51,83,69,70,74,56,67,61,68,64,58,52,52,13,10,7,8,5,V
1044,66,1623,58,58,58,60,61,61,61,60,63,63,63,62,64,64,64,62,61,64,64,64,61,61,62,62,62,61,46,46,55,68,41,65,50,44,67,68,69,57,59,63,67,60,56,65,63,44,61,66,64,64,46,58,63,63,58,6,11,7,14,10,V
1045,66,1624,53,53,53,59,58,58,58,59,60,60,60,61,64,64,64,61,65,66,66,66,65,64,63,63,63,64,60,29,57,72,32,64,33,39,68,67,63,52,69,64,74,53,55,73,48,43,73,66,62,57,43,67,62,68,64,12,14,9,7,10,V
1046,66,1625,58,58,58,66,65,65,65,66,66,66,66,65,62,62,62,65,52,50,50,50,52,48,40,40,40,48,64,56,33,68,41,72,68,66,60,72,72,68,70,57,48,65,47,53,32,70,32,47,61,64,41,57,41,36,14,10,16,16,7,11,N
1047,66,1627,64,64,64,63,64,64,64,63,62,62,62,61,53,53,53,61,45,40,40,40,45,43,37,37,37,43,31,65,54,58,57,63,49,30,33,61,90,94,78,61,59,64,70,69,65,61,28,23,64,57,55,56,22,23,15,11,8,15,8,8,N
1048,66,1628,65,65,65,59,62,62,62,59,61,61,61,60,60,60,60,60,50,53,53,53,50,50,51,51,51,50,32,65,66,54,61,62,37,34,64,59,68,71,63,61,66,68,75,92,84,58,86,33,67,62,65,61,18,45,41,6,15,11,11,11,N
1049,66,1630,66,66,66,65,66,66,66,65,65,65,65,65,62,62,62,65,54,53,53,53,54,52,49,49,49,52,62,66,62,65,64,65,58,49,61,62,66,71,66,71,61,70,60,63,67,62,48,43,71,63,61,64,42,39,29,7,16,11,13,10,V
1050,66,1632,62,62,62,65,64,64,64,65,63,63,63,65,56,56,56,65,50,46,46,46,50,47,40,40,40,47,59,59,41,61,46,70,55,43,44,67,81,80,68,64,67,70,55,64,69,40,51,24,65,59,54,49,25,30,24,6,16,14,15,14,V
1051,66,1633,59,59,59,60,61,61,61,60,63,63,63,60,64,64,64,60,59,64,64,64,59,59,62,62,62,59,39,60,49,70,30,62,32,38,70,64,59,55,60,66,56,42,54,57,79,58,72,62,64,62,43,60,60,60,62,12,6,11,6,10,V
1052,66,1634,60,60,60,63,63,63,63,63,65,65,65,63,65,65,65,63,59,61,61,61,59,59,57,57,57,59,49,59,55,72,40,66,60,60,66,70,62,63,66,61,71,52,56,59,54,58,44,57,60,68,48,61,56,60,53,10,13,14,12,8,V
1053,66,1636,58,58,58,65,63,63,63,65,64,64,64,65,62,62,62,65,59,56,56,56,59,57,51,51,51,57,69,50,48,65,48,70,72,44,66,70,72,70,68,67,70,62,33,45,37,47,59,46,59,64,70,57,48,52,54,8,10,5,6,13,V
1054,66,1637,59,59,59,63,62,62,62,63,64,64,64,64,64,64,64,64,63,63,63,63,63,61,58,58,58,61,61,56,51,71,57,61,61,62,62,67,69,67,85,69,83,62,71,75,54,62,57,63,49,65,50,70,65,58,42,11,7,11,7,15,V
1055,66,1638,65,65,65,67,67,67,67,67,68,68,68,66,65,65,65,66,59,57,57,57,59,58,53,53,53,58,57,67,50,66,61,71,51,49,62,67,73,72,71,63,73,66,62,65,65,68,61,46,66,72,62,60,15,64,67,13,14,11,6,16,N
1056,66,1642,63,63,63,66,64,64,64,66,62,62,62,64,54,54,54,64,50,43,43,43,50,47,40,40,40,47,59,59,52,63,44,68,54,36,37,67,86,90,78,62,65,63,70,64,66,55,31,23,63,49,60,62,40,20,17,12,7,15,14,9,V
1057,66,1646,62,62,62,63,64,64,64,63,65,65,65,64,63,63,63,64,55,55,55,55,55,54,49,49,49,54,54,64,49,69,55,63,54,57,67,67,67,64,63,60,73,65,52,64,58,59,45,32,64,68,53,59,44,47,56,12,11,9,11,13,V
1058,66,1649,64,64,64,64,64,64,64,64,62,62,62,62,54,54,54,62,46,44,44,44,46,43,41,41,41,43,51,69,59,56,66,62,52,35,45,62,81,72,85,65,90,64,87,67,60,62,81,26,66,57,61,68,20,17,18,13,6,10,11,7,N
1059,66,1654,65,65,65,68,67,67,67,68,67,67,67,68,59,59,59,68,51,45,45,45,51,47,39,39,39,47,58,64,58,61,57,73,58,59,52,69,85,89,89,67,92,66,80,77,59,55,43,24,58,68,67,63,29,17,15,7,8,12,15,15,N
1060,66,1657,63,63,63,65,64,64,64,65,65,65,65,66,65,65,65,66,66,66,66,66,66,66,66,66,66,66,59,52,62,69,42,69,41,35,64,64,83,78,66,62,77,65,74,75,85,56,70,63,60,65,44,69,59,67,63,16,7,14,15,11,V
1061,66,1662,64,64,64,67,66,66,66,67,67,67,67,67,65,65,65,67,60,60,60,60,60,58,55,55,55,58,59,64,62,66,55,68,69,62,63,71,74,73,88,65,87,61,85,81,43,64,72,50,62,65,64,67,58,53,32,12,13,16,16,16,V
1062,66,1664,60,60,60,63,62,62,62,63,63,63,63,64,60,60,60,64,56,53,53,53,56,54,49,49,49,54,65,57,50,62,56,66,60,59,63,66,75,74,71,60,65,61,74,68,63,55,59,29,56,63,55,57,34,50,49,10,7,12,14,7,V
1063,66,1667,59,59,59,59,60,60,60,59,60,60,60,61,64,64,64,61,67,68,68,68,67,67,69,69,69,67,64,46,64,67,55,53,63,64,59,66,61,54,57,70,64,67,84,86,75,54,87,67,59,65,54,64,65,67,71,6,9,10,9,10,V
1064,66,1668,65,65,65,57,60,60,60,57,57,57,57,56,51,51,51,56,42,42,42,42,42,42,42,42,42,42,30,69,71,55,50,52,39,42,41,59,69,72,62,57,60,67,66,66,76,62,51,22,69,49,50,60,29,25,19,14,6,8,8,12,N
1065,66,1669,59,59,59,65,63,63,63,65,63,63,63,65,58,58,58,65,54,50,50,50,54,51,44,44,44,51,65,53,30,63,51,66,66,64,60,66,86,84,84,58,86,68,78,65,59,59,65,25,60,59,58,59,47,26,38,8,8,15,9,15,N
1066,66,1671,64,64,64,66,65,65,65,66,64,64,64,65,60,60,60,65,53,50,50,50,53,51,45,45,45,51,62,70,57,64,75,74,67,64,59,63,72,71,62,55,79,64,56,66,52,60,56,41,67,61,77,54,27,41,32,10,10,11,17,16,N
1067,66,1672,60,60,60,64,62,62,62,64,63,63,63,65,59,59,59,65,52,48,48,48,52,49,40,40,40,49,64,57,57,67,41,67,55,31,64,66,75,79,78,61,78,53,45,69,49,56,44,42,59,54,46,63,19,21,28,7,15,5,13,10,V
1068,66,1673,60,60,60,61,63,63,63,61,64,64,64,62,63,63,63,62,52,54,54,54,52,50,47,47,47,50,35,59,46,72,34,62,37,34,68,61,66,66,57,69,72,48,57,67,54,57,58,41,74,62,38,47,42,34,37,14,5,9,11,9,V
1069,66,1675,62,62,62,64,64,64,64,64,65,65,65,65,65,65,65,65,65,64,64,64,65,64,63,63,63,64,64,61,58,70,54,64,62,60,64,62,68,66,71,64,68,60,77,71,55,58,66,59,67,70,43,65,68,66,62,7,10,15,11,15,V
1070,66,1676,64,64,64,66,65,65,65,66,63,63,63,66,59,59,59,66,56,52,52,52,56,53,46,46,46,53,66,65,52,64,68,68,45,39,57,65,78,75,74,64,72,65,35,75,61,54,72,46,68,52,59,55,31,32,31,5,8,11,14,13,N
1071,66,1679,63,63,63,65,64,64,64,65,65,65,65,65,64,64,64,65,64,63,63,63,64,64,62,62,62,64,59,65,55,64,51,67,53,62,62,68,68,71,72,62,71,61,71,79,68,64,58,64,59,64,50,60,59,61,62,8,7,11,11,13,V
1072,66,1681,61,61,61,64,62,62,62,64,62,62,62,65,61,61,61,65,65,62,62,62,65,65,62,62,62,65,72,57,60,62,57,66,67,58,59,67,75,76,75,59,77,59,68,69,64,48,60,59,58,60,55,54,62,66,65,7,6,7,9,9,V
1073,66,1682,60,60,60,66,64,64,64,66,65,65,65,65,59,59,59,65,49,47,47,47,49,46,40,40,40,46,54,51,48,67,52,76,48,38,57,73,83,79,85,56,79,60,56,58,65,50,49,26,57,60,56,57,17,31,25,10,14,9,12,9,N
1074,66,1683,60,60,60,60,62,62,62,60,63,63,63,62,64,64,64,62,62,64,64,64,62,62,64,64,64,62,42,49,57,67,39,65,47,34,61,64,65,68,66,62,63,61,65,71,75,47,68,58,67,67,56,64,62,71,63,8,10,13,13,10,V
