Overall,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,pozicija
66,62,62,62,63,64,64,64,63,65,65,65,64,63,63,63,64,55,55,55,55,55,54,49,49,49,54,54,64,49,69,55,63,54,57,67,67,67,64,63,60,73,65,52,64,58,59,45,32,64,68,53,59,44,47,56,12,11,9,11,13,V
66,63,63,63,65,64,64,64,65,65,65,65,66,65,65,65,66,66,66,66,66,66,66,66,66,66,66,59,52,62,69,42,69,41,35,64,64,83,78,66,62,77,65,74,75,85,56,70,63,60,65,44,69,59,67,63,16,7,14,15,11,V
66,64,64,64,67,66,66,66,67,67,67,67,67,65,65,65,67,60,60,60,60,60,58,55,55,55,58,59,64,62,66,55,68,69,62,63,71,74,73,88,65,87,61,85,81,43,64,72,50,62,65,64,67,58,53,32,12,13,16,16,16,V
66,60,60,60,63,62,62,62,63,63,63,63,64,60,60,60,64,56,53,53,53,56,54,49,49,49,54,65,57,50,62,56,66,60,59,63,66,75,74,71,60,65,61,74,68,63,55,59,29,56,63,55,57,34,50,49,10,7,12,14,7,V
66,59,59,59,59,60,60,60,59,60,60,60,61,64,64,64,61,67,68,68,68,67,67,69,69,69,67,64,46,64,67,55,53,63,64,59,66,61,54,57,70,64,67,84,86,75,54,87,67,59,65,54,64,65,67,71,6,9,10,9,10,V
66,60,60,60,64,62,62,62,64,63,63,63,65,59,59,59,65,52,48,48,48,52,49,40,40,40,49,64,57,57,67,41,67,55,31,64,66,75,79,78,61,78,53,45,69,49,56,44,42,59,54,46,63,19,21,28,7,15,5,13,10,V
66,60,60,60,61,63,63,63,61,64,64,64,62,63,63,63,62,52,54,54,54,52,50,47,47,47,50,35,59,46,72,34,62,37,34,68,61,66,66,57,69,72,48,57,67,54,57,58,41,74,62,38,47,42,34,37,14,5,9,11,9,V
66,62,62,62,64,64,64,64,64,65,65,65,65,65,65,65,65,65,64,64,64,65,64,63,63,63,64,64,61,58,70,54,64,62,60,64,62,68,66,71,64,68,60,77,71,55,58,66,59,67,70,43,65,68,66,62,7,10,15,11,15,V
66,63,63,63,65,64,64,64,65,65,65,65,65,64,64,64,65,64,63,63,63,64,64,62,62,62,64,59,65,55,64,51,67,53,62,62,68,68,71,72,62,71,61,71,79,68,64,58,64,59,64,50,60,59,61,62,8,7,11,11,13,V
66,61,61,61,64,62,62,62,64,62,62,62,65,61,61,61,65,65,62,62,62,65,65,62,62,62,65,72,57,60,62,57,66,67,58,59,67,75,76,75,59,77,59,68,69,64,48,60,59,58,60,55,54,62,66,65,7,6,7,9,9,V
66,60,60,60,60,62,62,62,60,63,63,63,62,64,64,64,62,62,64,64,64,62,62,64,64,64,62,42,49,57,67,39,65,47,34,61,64,65,68,66,62,63,61,65,71,75,47,68,58,67,67,56,64,62,71,63,8,10,13,13,10,V
66,57,57,57,60,60,60,60,60,63,63,63,62,65,65,65,62,61,64,64,64,61,61,61,61,61,61,47,45,57,70,45,64,57,45,68,70,58,60,67,66,63,51,71,79,73,62,53,54,54,62,50,66,64,62,56,12,10,10,16,6,V
66,51,51,51,49,50,50,50,49,51,51,51,52,56,56,56,52,60,64,64,64,60,61,65,65,65,61,39,38,59,62,29,47,48,49,58,54,54,56,56,62,56,62,62,81,74,36,78,71,40,51,48,54,64,67,62,10,8,7,10,10,V
66,58,58,58,61,61,61,61,61,63,63,63,63,64,64,64,63,66,66,66,66,66,66,64,64,64,66,57,47,58,70,47,63,49,51,66,68,70,73,64,67,62,60,62,74,63,53,63,62,49,64,48,65,63,67,66,11,6,6,7,10,V
66,63,63,63,64,64,64,64,64,65,65,65,64,63,63,63,64,57,57,57,57,57,55,54,54,54,55,64,63,61,66,61,67,76,70,63,64,63,63,76,63,67,61,76,66,77,71,64,59,61,66,57,72,30,42,43,7,8,5,11,9,V
66,58,58,58,59,59,59,59,59,61,61,61,60,63,63,63,60,62,65,65,65,62,62,65,65,65,62,60,44,66,68,43,62,59,55,63,65,47,53,70,62,67,62,77,63,57,58,75,66,63,61,68,68,67,67,61,15,16,11,14,12,V
66,58,58,58,59,61,61,61,59,64,64,64,59,65,65,65,59,57,64,64,64,57,56,62,62,62,56,51,44,51,74,52,65,61,55,71,72,31,53,58,64,59,69,53,30,78,53,66,64,57,73,53,70,62,59,56,9,6,7,8,10,V
66,63,63,63,64,65,65,65,64,65,65,65,64,65,65,65,64,60,60,60,60,60,59,55,55,55,59,54,58,60,70,60,68,62,66,68,66,68,67,65,66,61,68,54,63,62,61,40,63,64,65,59,61,41,51,55,16,8,13,7,12,V
66,63,63,63,67,66,66,66,67,65,65,65,65,58,58,58,65,50,46,46,46,50,47,40,40,40,47,61,70,43,61,61,69,51,41,59,73,77,74,78,58,91,68,53,50,51,62,42,24,62,60,58,58,30,30,33,12,8,13,12,11,V
66,55,55,55,59,59,59,59,59,60,60,60,61,62,62,62,61,63,65,65,65,63,63,65,65,65,63,46,37,60,65,35,66,37,40,62,63,74,65,64,64,65,50,76,75,68,45,68,62,56,63,33,60,65,68,63,15,9,10,10,9,V
66,62,62,62,64,64,64,64,64,65,65,65,64,60,60,60,64,50,48,48,48,50,47,41,41,41,47,53,62,47,62,52,67,63,54,62,70,74,73,71,60,68,60,61,62,63,64,38,31,61,65,55,62,30,28,30,6,7,14,6,9,V
66,60,60,60,61,62,62,62,61,63,63,63,63,65,65,65,63,63,65,65,65,63,63,62,62,62,63,44,57,61,70,31,58,55,46,73,66,74,64,69,59,74,51,72,76,61,52,44,66,67,62,61,54,60,68,63,16,7,7,13,8,V
66,60,60,60,64,63,63,63,64,64,64,64,65,63,63,63,65,60,57,57,57,60,58,52,52,52,58,57,49,56,67,46,70,53,46,63,68,77,68,74,62,77,65,66,76,49,53,49,49,61,64,54,63,42,52,53,11,7,8,11,9,V
66,60,60,60,64,62,62,62,64,62,62,62,64,57,57,57,64,57,50,50,50,57,56,48,48,48,56,56,58,56,60,40,68,47,33,47,60,91,90,87,57,73,54,65,77,63,43,34,40,60,63,51,46,28,49,47,11,7,10,15,16,V
66,60,60,60,62,64,64,64,62,65,65,65,62,64,64,64,62,59,60,60,60,59,58,56,56,56,58,42,55,54,65,39,62,55,59,69,66,65,78,66,65,82,70,70,67,38,67,67,58,61,71,48,60,59,52,48,16,15,10,11,8,V
66,65,65,65,62,62,62,62,62,59,59,59,60,52,52,52,60,48,43,43,43,48,47,42,42,42,47,56,68,65,52,60,60,53,49,38,57,87,85,76,58,74,78,82,67,66,61,53,35,58,55,68,55,20,26,21,12,7,11,11,13,V
66,63,63,63,66,65,65,65,66,66,66,66,66,65,65,65,66,62,62,62,62,62,61,59,59,59,61,60,58,54,66,60,67,61,59,65,66,75,76,74,64,78,63,78,73,73,65,61,62,63,69,42,58,53,54,52,8,11,7,11,13,V
66,65,65,65,66,66,66,66,66,67,67,67,66,66,66,66,66,65,65,65,65,65,64,63,63,63,64,57,57,55,68,63,67,78,73,65,65,74,72,82,68,70,74,59,67,65,72,60,64,66,70,67,65,66,64,61,8,11,13,15,8,V
66,56,56,56,57,57,57,57,57,58,58,58,58,61,61,61,58,62,65,65,65,62,62,65,65,65,62,44,44,57,65,36,57,45,41,63,66,61,62,69,61,71,59,66,71,69,47,74,64,57,54,50,58,62,68,66,6,7,11,13,9,V
66,60,60,60,65,62,62,62,65,61,61,61,65,54,54,54,65,53,46,46,46,53,50,41,41,41,50,62,60,44,54,45,67,44,40,47,65,91,92,89,51,68,65,60,79,57,44,52,30,60,60,55,57,38,23,29,8,11,6,8,6,V
66,60,60,60,64,63,63,63,64,64,64,64,65,63,63,63,65,60,60,60,60,60,59,57,57,57,59,58,55,55,69,48,75,48,52,65,68,68,73,69,59,66,60,64,63,61,59,50,50,55,60,50,60,56,60,53,14,8,13,15,9,V
66,63,63,63,66,63,63,63,66,62,62,62,65,60,60,60,65,63,59,59,59,63,63,60,60,60,63,69,64,51,57,56,66,69,64,56,63,84,86,80,55,73,66,72,72,72,66,60,57,62,57,54,65,58,60,58,14,16,13,15,16,V
66,60,60,60,65,63,63,63,65,62,62,62,65,58,58,58,65,58,53,53,53,58,56,49,49,49,56,62,54,45,56,51,67,58,56,53,65,92,90,87,56,79,65,62,78,59,56,45,43,60,60,52,61,49,46,38,11,13,16,13,15,V
66,57,57,57,59,60,60,60,59,62,62,62,61,64,64,64,61,60,63,63,63,60,59,60,60,60,59,49,45,54,70,39,61,49,45,67,67,61,60,66,61,67,61,69,73,71,52,63,59,58,67,39,55,54,60,55,11,9,7,5,7,V
66,59,59,59,58,58,58,58,58,59,59,59,59,60,60,60,59,61,62,62,62,61,62,65,65,65,62,49,49,65,65,39,55,37,40,57,61,67,69,55,61,61,55,73,64,85,48,55,58,62,57,53,66,55,70,67,7,14,9,12,9,V
66,61,61,61,62,62,62,62,62,64,64,64,63,64,64,64,63,62,64,64,64,62,62,63,63,63,62,50,49,63,72,43,66,47,45,67,65,69,66,69,65,75,62,69,72,74,52,67,61,60,62,51,63,63,57,59,13,6,12,6,6,V
66,63,63,63,65,65,65,65,65,65,65,65,65,63,63,63,65,61,60,60,60,61,59,57,57,57,59,63,60,52,70,57,71,49,52,60,71,72,66,54,58,70,70,52,55,61,62,54,56,61,62,61,75,49,59,57,14,14,13,10,9,V
66,61,61,61,65,64,64,64,65,64,64,64,64,62,62,62,64,55,54,54,54,55,51,45,45,45,51,64,62,37,63,57,65,60,69,60,67,62,71,81,62,75,72,60,79,57,68,66,58,62,66,62,66,39,24,22,10,14,9,10,10,V
66,57,57,57,64,61,61,61,64,62,62,62,65,61,61,61,65,64,61,61,61,64,63,59,59,59,63,69,36,50,64,50,69,61,56,58,67,79,85,70,61,73,57,60,65,65,57,59,56,58,61,53,57,54,64,60,9,11,7,11,8,V
66,61,61,61,66,64,64,64,66,65,65,65,64,58,58,58,64,47,46,46,46,47,44,40,40,40,44,70,60,38,64,69,69,73,75,59,70,71,65,70,58,79,69,59,33,50,68,62,22,64,65,58,68,35,31,19,6,9,14,13,9,V
66,63,63,63,65,64,64,64,65,64,64,64,64,61,61,61,64,58,56,56,56,58,56,54,54,54,56,70,61,45,64,61,61,68,61,60,63,65,75,82,59,83,71,76,64,62,66,75,38,72,63,73,63,55,52,47,11,6,11,6,16,V
66,62,62,62,62,63,63,63,62,64,64,64,63,65,65,65,63,64,65,65,65,64,64,64,64,64,64,58,57,66,68,61,64,56,57,66,67,64,61,70,61,73,71,74,71,61,69,59,66,56,65,53,66,60,66,65,9,8,11,15,14,V
66,61,61,61,61,61,61,61,61,62,62,62,62,63,63,63,62,64,64,64,64,64,64,63,63,63,64,52,53,57,72,38,64,45,46,66,66,71,70,68,62,69,66,64,73,71,55,55,60,56,50,61,58,64,66,63,13,15,14,14,13,V
66,63,63,63,65,64,64,64,65,64,64,64,65,59,59,59,65,51,48,48,48,51,48,44,44,44,48,63,64,61,65,43,68,57,40,53,61,74,72,76,59,48,53,71,71,79,52,37,24,69,67,52,54,38,34,19,5,12,13,5,10,V
66,63,63,63,63,62,62,62,63,63,63,63,64,65,65,65,64,68,68,68,68,68,67,68,68,68,67,58,56,60,68,61,60,51,57,63,66,71,78,73,64,77,62,87,93,85,59,80,65,58,60,58,77,65,67,63,8,9,9,8,16,V
66,63,63,63,65,64,64,64,65,64,64,64,65,61,61,61,65,58,56,56,56,58,55,51,51,51,55,66,60,49,65,63,66,68,61,54,69,68,74,67,65,76,73,53,72,65,62,61,47,58,62,66,70,43,46,33,11,7,9,7,9,V
66,56,56,56,57,57,57,57,57,58,58,58,59,61,61,61,59,63,64,64,64,63,63,64,64,64,63,52,46,54,66,36,57,46,39,62,64,66,63,66,61,61,54,72,85,76,57,81,59,49,54,43,58,61,62,65,12,10,13,8,14,V
66,64,64,64,65,65,65,65,65,65,65,65,64,63,63,63,64,59,58,58,58,59,58,56,56,56,58,62,58,58,64,63,71,66,63,58,70,67,61,68,64,70,74,67,62,69,71,68,56,63,62,56,69,41,51,53,7,7,12,10,11,V
66,62,62,62,66,65,65,65,66,65,65,65,65,61,61,61,65,58,56,56,56,58,56,51,51,51,56,52,67,36,63,58,67,55,62,54,66,83,77,87,55,73,61,69,86,60,66,63,45,68,60,62,64,48,52,40,13,9,15,11,14,V
66,57,57,57,62,61,61,61,62,64,64,64,64,66,66,66,64,63,64,64,64,63,62,61,61,61,62,69,40,60,73,47,66,55,47,70,71,63,56,69,60,68,59,63,60,58,47,66,63,62,67,57,61,45,67,65,12,10,14,6,14,V
66,60,60,60,63,63,63,63,63,64,64,64,65,64,64,64,65,56,56,56,56,56,54,49,49,49,54,63,45,59,69,60,68,62,61,70,66,73,67,59,66,65,66,67,72,64,63,48,44,57,66,55,62,39,44,29,14,14,6,8,7,V
66,56,56,56,61,60,60,60,61,62,62,62,63,64,64,64,63,64,65,65,65,64,64,62,62,62,64,57,41,49,72,47,66,46,39,65,72,69,68,75,66,74,56,70,67,63,37,60,62,47,62,55,54,64,63,61,10,11,10,9,11,V
66,58,58,58,64,63,63,63,64,64,64,64,65,65,65,65,65,64,64,64,64,64,62,58,58,58,62,64,40,32,73,38,66,65,64,65,69,74,69,81,68,90,81,76,69,54,59,66,64,57,62,50,65,56,57,55,8,15,14,9,8,V
66,57,57,57,58,58,58,58,58,59,59,59,61,62,62,62,61,63,64,64,64,63,62,63,63,63,62,53,39,59,68,43,64,35,40,63,64,69,66,58,63,37,59,62,75,78,40,65,65,53,58,45,58,63,61,55,11,11,14,14,6,V
66,65,65,65,62,63,63,63,62,62,62,62,63,64,64,64,63,64,64,64,64,64,64,64,64,64,64,62,66,75,64,63,62,60,53,58,62,55,57,61,72,59,63,81,84,71,53,65,67,68,63,55,61,50,66,60,14,13,7,14,14,V
65,63,63,63,64,64,64,64,64,65,65,65,65,64,64,64,65,59,59,59,59,59,58,56,56,56,58,62,54,68,68,62,69,70,65,65,69,66,67,66,63,56,68,63,66,58,60,59,55,62,63,59,65,45,53,46,8,8,6,11,13,V
65,58,58,58,62,61,61,61,62,63,63,63,63,63,63,63,63,61,60,60,60,61,60,58,58,58,60,68,47,58,69,37,65,67,66,67,68,64,61,58,57,74,61,63,63,62,53,61,42,56,69,58,67,47,64,68,8,7,8,14,10,V
65,61,61,61,64,62,62,62,64,62,62,62,63,57,57,57,63,56,50,50,50,56,54,48,48,48,54,63,58,52,61,47,63,32,31,45,64,76,79,87,60,82,63,68,85,62,61,60,22,59,58,47,55,41,45,44,13,9,11,14,12,V
65,60,60,60,64,63,63,63,64,65,65,65,65,63,63,63,65,59,57,57,57,59,57,52,52,52,57,61,48,55,70,52,67,54,45,60,68,72,75,75,65,71,57,65,69,58,46,53,55,63,66,42,61,36,48,43,12,11,10,12,10,V
65,61,61,61,65,64,64,64,65,65,65,65,66,63,63,63,66,56,56,56,56,56,53,49,49,49,53,59,60,51,67,47,70,61,66,68,69,73,70,69,55,74,57,66,77,61,59,63,45,65,64,48,67,41,39,36,10,9,16,8,11,V
65,64,64,64,62,62,62,62,62,62,62,62,62,61,61,61,62,64,63,63,63,64,64,65,65,65,64,57,59,64,60,60,60,62,56,58,64,70,73,78,65,72,74,77,75,75,61,69,62,60,61,56,65,68,62,62,16,12,14,13,14,V
65,57,57,57,57,57,57,57,57,58,58,58,57,60,60,60,57,61,63,63,63,61,61,64,64,64,61,51,50,60,64,45,62,55,45,62,62,50,61,62,61,60,66,60,64,71,67,66,64,45,57,54,52,65,64,64,13,11,13,13,13,V
65,63,63,63,64,63,63,63,64,64,64,64,64,63,63,63,64,60,59,59,59,60,59,56,56,56,59,60,64,55,65,56,65,59,46,64,65,69,68,72,61,80,62,62,76,69,55,47,52,65,63,44,64,51,58,51,9,15,13,8,9,V
65,58,58,58,64,63,63,63,64,63,63,63,63,55,55,55,63,48,42,42,42,48,45,33,33,33,45,54,58,34,60,53,69,45,38,47,66,83,79,73,67,83,52,41,52,40,43,26,23,65,58,50,66,24,21,28,12,6,13,14,10,V
65,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,62,64,64,64,62,62,63,63,63,62,60,52,64,68,71,60,58,55,66,68,64,68,62,63,60,70,62,61,69,55,64,61,59,65,54,66,67,62,55,15,14,7,9,7,V
65,58,58,58,63,61,61,61,63,62,62,62,63,56,56,56,63,46,42,42,42,46,42,34,34,34,42,62,56,29,59,42,68,59,57,62,60,79,82,71,55,67,68,67,66,68,57,32,17,60,61,59,49,27,18,15,16,7,13,11,10,V
65,63,63,63,65,64,64,64,65,62,62,62,64,56,56,56,64,53,47,47,47,53,50,43,43,43,50,63,61,51,61,62,70,56,63,41,66,76,69,79,61,77,66,54,75,61,61,38,33,64,55,31,67,45,27,25,10,10,10,8,8,V
65,59,59,59,59,60,60,60,59,61,61,61,60,62,62,62,60,60,63,63,63,60,61,62,62,62,61,45,57,63,70,41,59,50,44,65,64,65,60,63,62,75,56,70,61,61,56,59,65,55,59,48,58,63,62,58,11,7,11,7,5,V
65,53,53,53,56,56,56,56,56,58,58,58,58,61,61,61,58,61,63,63,63,61,61,62,62,62,61,46,36,56,67,32,56,42,43,59,65,65,63,65,61,67,54,61,69,66,35,67,62,52,65,48,60,61,65,63,13,7,5,11,14,V
65,59,59,59,60,60,60,60,60,62,62,62,61,63,63,63,61,61,64,64,64,61,61,61,61,61,61,52,55,49,66,57,61,49,36,62,67,63,58,74,60,77,62,53,74,65,63,70,65,57,62,41,57,60,65,53,10,11,11,16,9,V
65,45,45,45,48,49,49,49,48,52,52,52,50,57,57,57,50,60,63,63,63,60,61,63,63,63,61,38,26,45,61,25,44,49,53,58,54,56,58,59,69,60,49,61,63,68,54,56,67,32,61,38,62,69,69,70,6,10,9,11,7,V
65,57,57,57,63,61,61,61,63,60,60,60,63,54,54,54,63,49,41,41,41,49,45,34,34,34,45,60,52,40,60,48,69,47,42,54,66,88,85,84,58,79,50,60,65,46,44,32,17,60,45,51,47,19,24,26,14,12,11,9,11,V
65,47,47,47,46,47,47,47,46,49,49,49,50,54,54,54,50,54,60,60,60,54,55,63,63,63,55,39,23,69,56,24,53,27,27,64,56,50,59,51,55,57,50,72,70,88,31,88,53,33,53,35,55,56,62,54,11,11,8,9,9,V
65,59,59,59,60,60,60,60,60,61,61,61,61,63,63,63,61,63,64,64,64,63,62,61,61,61,62,61,56,44,67,60,61,64,65,62,62,56,55,68,63,76,64,75,77,59,60,77,65,64,60,63,64,62,62,60,14,11,16,9,6,V
65,51,51,51,48,50,50,50,48,51,51,51,50,56,56,56,50,58,64,64,64,58,59,66,66,66,59,32,32,61,57,51,52,54,28,59,53,44,42,60,65,60,59,67,83,75,53,85,68,50,45,45,66,65,66,65,14,11,6,7,8,V
65,59,59,59,64,62,62,62,64,63,63,63,63,60,60,60,63,59,55,55,55,59,57,54,54,54,57,60,47,50,64,52,68,62,56,46,64,78,80,76,60,66,64,67,70,64,62,54,43,57,67,55,60,51,55,45,8,8,15,7,10,V
65,61,61,61,65,63,63,63,65,63,63,63,64,56,56,56,64,52,50,50,50,52,50,47,47,47,50,61,59,49,60,61,70,66,69,55,65,85,82,86,58,79,66,92,62,66,58,63,32,54,59,62,63,58,24,23,13,11,16,8,14,V
65,61,61,61,63,63,63,63,63,64,64,64,64,63,63,63,64,58,58,58,58,58,57,55,55,55,57,57,60,54,67,53,67,58,43,64,67,69,65,68,59,71,60,71,67,65,59,58,50,59,66,48,61,37,57,53,8,14,12,8,11,V
65,62,62,62,63,62,62,62,63,62,62,62,63,56,56,56,63,46,43,43,43,46,43,38,38,38,43,66,65,63,66,40,68,46,34,61,62,72,65,63,57,59,58,62,54,67,52,31,15,63,55,55,58,32,16,21,8,6,12,13,14,V
65,52,52,52,55,55,55,55,55,58,58,58,58,62,62,62,58,60,63,63,63,60,60,61,61,61,60,44,34,61,69,32,62,39,44,63,65,54,61,53,61,44,46,51,71,71,41,55,58,42,65,51,59,58,67,59,9,7,9,10,13,V
65,61,61,61,65,64,64,64,65,65,65,65,66,61,61,61,66,56,54,54,54,56,54,49,49,49,54,58,57,51,64,45,68,54,38,59,66,81,79,73,63,80,56,69,71,56,50,62,37,67,64,45,62,46,41,38,6,10,14,11,7,V
65,56,56,56,58,59,59,59,58,61,61,61,60,63,63,63,60,63,65,65,65,63,64,64,64,64,64,51,28,60,68,35,58,38,37,63,68,64,64,63,63,70,68,69,73,63,57,71,64,62,64,40,60,66,63,65,11,8,13,10,8,V
65,60,60,60,62,62,62,62,62,63,63,63,63,64,64,64,63,61,61,61,61,61,59,56,56,56,59,56,56,41,72,46,66,59,61,63,68,64,57,58,60,75,70,71,75,64,68,54,62,63,52,55,63,42,62,54,13,15,15,13,6,V
65,63,63,63,64,63,63,63,64,62,62,62,63,54,54,54,63,50,45,45,45,50,48,43,43,43,48,49,59,56,64,56,70,57,34,43,65,90,88,84,57,57,65,65,71,69,48,60,14,58,48,60,65,24,40,26,15,16,16,14,14,V
65,59,59,59,65,62,62,62,65,61,61,61,64,55,55,55,64,50,46,46,46,50,47,41,41,41,47,67,65,43,59,49,70,62,52,55,67,77,80,73,60,76,44,63,55,44,56,75,27,57,48,62,59,30,32,24,7,6,8,12,10,V
65,56,56,56,61,60,60,60,61,64,64,64,62,63,63,63,62,54,56,56,56,54,53,49,49,49,53,51,49,49,73,55,64,65,54,71,70,65,56,65,59,73,51,53,60,58,45,40,38,55,70,56,65,41,48,49,10,14,12,13,10,V
65,59,59,59,62,60,60,60,62,60,60,60,63,56,56,56,63,55,50,50,50,55,54,50,50,50,54,71,53,63,63,37,64,66,64,54,60,78,73,70,64,65,49,68,60,67,33,45,23,61,61,45,58,48,46,44,14,8,13,9,10,V
65,65,65,65,69,68,68,68,69,68,68,68,68,63,63,63,68,53,50,50,50,53,50,41,41,41,50,62,68,45,69,44,73,60,65,58,69,69,80,74,69,56,64,43,71,62,65,30,34,70,65,45,66,27,30,24,8,6,12,8,11,V
65,54,54,54,54,54,54,54,54,56,56,56,55,58,58,58,55,61,64,64,64,61,62,66,66,66,62,57,45,65,65,27,43,62,73,61,59,55,62,60,60,62,54,71,63,73,54,78,61,50,60,40,62,67,65,69,11,14,16,8,8,V
65,61,61,61,64,63,63,63,64,64,64,64,64,61,61,61,64,54,51,51,51,54,51,45,45,45,51,62,54,54,66,44,69,64,72,63,67,70,68,62,60,66,65,54,65,60,62,50,42,62,64,56,58,22,35,40,7,11,12,7,14,V
65,64,64,64,63,63,63,63,63,61,61,61,64,56,56,56,64,50,48,48,48,50,48,44,44,44,48,64,61,62,64,67,62,58,51,54,64,79,82,66,58,66,71,76,69,74,53,67,28,62,55,59,58,28,27,17,9,13,11,14,14,V
65,46,46,46,46,46,46,46,46,49,49,49,48,55,55,55,48,58,64,64,64,58,58,63,63,63,58,46,35,40,68,37,38,39,52,61,52,39,33,59,67,52,48,57,60,72,56,72,71,40,39,38,59,64,70,64,15,8,11,9,14,V
65,63,63,63,64,63,63,63,64,62,62,62,64,55,55,55,64,47,42,42,42,47,44,37,37,37,44,58,62,57,61,36,67,63,48,58,65,79,81,76,58,78,66,74,65,62,58,33,17,62,53,56,45,28,14,20,13,8,11,8,9,V
65,57,57,57,62,62,62,62,62,64,64,64,62,61,61,61,62,52,52,52,52,52,50,43,43,43,50,52,58,34,65,67,64,62,65,57,66,60,65,74,62,83,61,56,64,40,55,36,42,61,71,62,68,44,42,29,8,14,9,8,11,V
65,60,60,60,60,60,60,60,60,62,62,62,61,63,63,63,61,63,64,64,64,63,63,63,63,63,63,51,57,66,73,46,57,51,53,64,63,67,66,63,64,64,68,56,70,62,56,64,59,45,65,63,60,65,65,63,9,6,12,6,6,V
65,54,54,54,56,56,56,56,56,59,59,59,57,63,63,63,57,59,64,64,64,59,58,61,61,61,58,63,40,51,69,50,60,67,67,68,70,32,31,57,62,65,64,58,45,55,61,74,66,56,60,66,62,66,62,60,8,12,14,7,10,V
65,61,61,61,62,61,61,61,62,63,63,63,63,64,64,64,63,65,64,64,64,65,65,63,63,63,65,57,57,64,66,60,59,60,52,66,66,73,74,71,58,74,58,64,87,66,60,60,60,55,64,59,57,62,65,61,9,14,8,14,10,V
65,60,60,60,60,61,61,61,60,62,62,62,62,64,64,64,62,63,65,65,65,63,63,64,64,64,63,54,54,64,66,44,62,58,57,62,65,67,62,54,59,58,59,34,76,78,52,62,69,61,67,53,69,63,63,59,10,8,14,7,7,V
65,59,59,59,63,62,62,62,63,63,63,63,64,62,62,62,64,60,58,58,58,60,57,51,51,51,57,72,62,36,62,60,61,69,70,62,65,64,57,75,64,70,66,59,85,59,68,66,54,60,66,65,64,55,34,52,11,16,8,14,6,V
65,66,66,66,64,65,65,65,64,64,64,64,64,62,62,62,64,62,62,62,62,62,61,62,62,62,61,59,62,66,62,61,68,72,64,64,65,67,72,79,61,57,80,64,69,76,59,75,63,64,62,65,61,61,51,59,16,7,13,12,9,V
65,61,61,61,63,62,62,62,63,62,62,62,63,59,59,59,63,56,54,54,54,56,55,51,51,51,55,60,57,57,62,57,66,60,57,58,62,81,78,77,57,78,63,60,66,60,59,60,42,59,60,57,62,44,49,42,12,10,7,7,9,V
65,59,59,59,60,60,60,60,60,61,61,61,61,62,62,62,61,63,63,63,63,63,62,62,62,62,62,57,47,50,62,57,59,56,57,59,63,68,65,72,69,75,70,84,71,68,62,72,65,56,65,45,67,53,64,62,15,12,12,15,12,V
65,61,61,61,63,63,63,63,63,63,63,63,64,63,63,63,64,64,62,62,62,64,63,59,59,59,63,59,52,48,66,68,64,61,53,60,66,67,71,67,70,66,66,58,78,64,68,63,55,59,60,53,67,56,62,62,14,12,8,10,14,V
65,62,62,62,63,63,63,63,63,62,62,62,62,61,61,61,62,62,64,64,64,62,62,66,66,66,62,59,58,63,66,56,69,65,58,60,69,65,66,66,55,71,68,79,49,66,65,72,69,59,54,55,63,69,65,61,14,9,7,6,10,V
65,65,65,65,64,64,64,64,64,63,63,63,64,60,60,60,64,56,54,54,54,56,54,51,51,51,54,54,64,64,64,61,62,45,44,57,60,76,79,78,66,72,62,63,85,66,59,62,38,68,58,56,61,48,41,32,16,11,8,15,11,V
65,59,59,59,60,60,60,60,60,62,62,62,61,63,63,63,61,60,62,62,62,60,58,59,59,59,58,63,55,50,65,50,62,63,68,64,64,50,45,71,63,74,68,68,75,67,60,61,57,62,65,67,60,62,59,52,14,7,11,7,14,V
65,61,61,61,64,63,63,63,64,62,62,62,64,58,58,58,64,55,51,51,51,55,53,47,47,47,53,62,58,48,63,47,70,55,40,49,69,76,77,69,58,65,59,54,64,63,52,51,42,60,56,49,54,36,39,38,7,8,8,8,15,V
65,54,54,54,54,55,55,55,54,56,56,56,57,59,59,59,57,61,64,64,64,61,62,64,64,64,62,47,41,64,64,27,50,30,30,57,65,58,62,64,60,66,53,72,74,66,34,70,66,53,59,31,67,67,63,62,15,13,12,11,10,V
65,56,56,56,58,58,58,58,58,60,60,60,60,62,62,62,60,62,64,64,64,62,63,63,63,63,63,51,42,65,67,31,62,38,36,65,64,63,65,68,69,72,60,68,63,62,51,62,70,45,61,47,68,64,58,61,12,13,8,6,11,V
65,55,55,55,58,56,56,56,58,57,57,57,59,59,59,59,59,64,64,64,64,64,65,64,64,64,65,59,40,48,60,53,54,61,37,63,61,78,77,77,62,84,65,80,67,61,53,77,67,51,52,50,77,65,67,65,9,10,6,14,6,V
